TCAD or WCAD Property ID(s),Facility Address,Facility Category,Building Name,Calculated kWh/sqft,Portfolio Manager Energy Star Score,As of
243035,"9200 N LAMAR BLVD
AUSTIN, TX 78753
(30.36127, -97.698035)",RETAIL CENTER,243035_Campus,42.17,,10/01/2015 12:00:00 AM
501628,"11300 N LAMAR BLVD
AUSTIN, TX 78753
(30.382419, -97.68611)",STORE\GROCERY (W/sqft &gt; 5),501628_Campus,32.08,,10/01/2015 12:00:00 AM
"791851, 774411, 788452, 774337, 774335, 774336, 774334","3314 W BRAKER LA
AUSTIN, TX 78758
(30.394109, -97.729099)",RETAIL CENTER,774336_001,22.43,,10/01/2015 12:00:00 AM
503547,"4212 W BRAKER LA
AUSTIN, TX 78759
(30.399576, -97.740386)",RECREATION,503547_Campus,27.55,,10/01/2015 12:00:00 AM
226574,"5400 N LAMAR BLVD
AUSTIN, TX 78751
(30.321902, -97.728874)",RETAIL CENTER,226574_002,0.60,,10/01/2015 12:00:00 AM
194689,"625 E 10TH ST
AUSTIN, TX 78701
(30.269865, -97.734511)",OFFICE LG &gt; 35000,194689_001,32.52,73,10/01/2015 12:00:00 AM
310847,"300 WOODWARD ST
AUSTIN, TX 78704
(30.227778, -97.756218)",EDUCATIONAL FACILITY,310847_FLEX,16.08,,10/01/2015 12:00:00 AM
253917,"8601 TALLWOOD DR
AUSTIN, TX 78759
(30.377339, -97.749186)",EDUCATIONAL FACILITY,253917_Campus,12.63,76,10/01/2015 12:00:00 AM
156258,"11130 JOLLYVILLE RD
AUSTIN, TX 78759
(30.408292, -97.747824)",OFFICE MED 10-35,156258_001,18.27,,10/01/2015 12:00:00 AM
704133,"9313 MCNEIL RD
AUSTIN, TX 78758
(30.376764, -97.724778)",INDUSTRIAL,704133_001,0.63,99,10/01/2015 12:00:00 AM
295773,"7910 BURLESON RD
AUSTIN, TX 78744
(30.187693, -97.693753)",WAREHOUSE,295773_002,4.26,,10/01/2015 12:00:00 AM
196862,"1010 LAVACA ST
AUSTIN, TX 78701
(30.273012, -97.74361)",OFFICE LG &gt; 35000,196862_001,18.96,22,10/01/2015 12:00:00 AM
198924,"1165 AIRPORT BLVD
Austin, TX 78702
(30.27452, -97.698333)",OFFICE MED 10-35,198924_Campus,0.41,,10/01/2015 12:00:00 AM
211824,"929 E 41 ST
AUSTIN, TX 78751
(30.298837, -97.720652)",OFFICE MED 10-35,211824_001,9.56,,10/01/2015 12:00:00 AM
738513,"4401 FREIDRICH LN
Austin, TX 78744
(30.209098, -97.750217)",INDUSTRIAL,738513_Campus,1.57,,10/01/2015 12:00:00 AM
R491644,"12611 RESEARCH BLVD
AUSTIN, TX 78727
(30.431412, -97.762932)",MINI WAREHOUSE,R491644_Campus,2.59,,10/01/2015 12:00:00 AM
716397,"601 W CANYON RIDGE DR
AUSTIN, TX 78753
(30.403215, -97.673687)",RETAIL CENTER,716397_001,15.10,65,10/01/2015 12:00:00 AM
460893,"9505 STONELAKE BLVD
AUSTIN, TX 78759
(30.385855, -97.739191)",MOTEL\HOTEL (W/sqft &gt; 3),460893_001,22.50,6.5,10/01/2015 12:00:00 AM
785778,"6301 Stassney Ln
Austin 78744
(30.203832, -97.717727)",INDUSTRIAL (W/sqft &gt; 3),785778_001,129.53,1,10/01/2015 12:00:00 AM
287383,"520 WOODWARD ST
AUSTIN, TX 78704
(30.226496, -97.753614)",DORMITORY\RETIREMENT FACILITY,287383_SCP,2.26,,10/01/2015 12:00:00 AM
737978,"9933 MANCHACA RD
Austin, TX 78748
(30.171835, -97.82443)",RETAIL CENTER,737978_Campus,37.74,,10/01/2015 12:00:00 AM
"548014, 548020","11525 STONEHOLLOW DR
AUSTIN, TX 78758
(30.395614, -97.708832)",INDUSTRIAL (W/sqft &gt; 3),548014_001,16.58,38,10/01/2015 12:00:00 AM
228977,"6700 MIDDLE FISKVILLE RD
AUSTIN, TX 78752
(30.328392, -97.707023)",RETAIL CENTER,228977_003,6.93,,10/01/2015 12:00:00 AM
498239,"11630 FOUR IRON DR
AUSTIN, TX 78750
(30.432929, -97.778613)",DORMITORY\RETIREMENT FACILITY,498239_001,19.68,,10/01/2015 12:00:00 AM
"764217, 764218, 764219","7901 CAMERON RD
Austin, TX 78754
(30.334816, -97.684839)",OFFICE MED 10-35,764219_001,10.53,,10/01/2015 12:00:00 AM
240125,"2111 W ANDERSON LN
Austin, TX 78757
(30.355329, -97.729264)",RETAIL CENTER,240125_001,11.46,,10/01/2015 12:00:00 AM
767635,"11701 N MOPAC EXPY
AUSTIN, TX 78758
(30.406777, -97.72096)",RETAIL CENTER,767635_K,9.95,32,10/01/2015 12:00:00 AM
371590,"6006 E BEN WHITE BLVD
AUSTIN, TX 78741
(30.213177, -97.715449)",INDUSTRIAL,371590_001,6.08,,10/01/2015 12:00:00 AM
302996,"2201 KINNEY RD
AUSTIN, TX 78704
(30.247313, -97.772994)",MINI WAREHOUSE,302996_001,3.59,,10/01/2015 12:00:00 AM
772655,"5501 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.226319, -97.85794)",OFFICE MED 10-35,772655_Campus,16.12,,10/01/2015 12:00:00 AM
248735,"9027 NORTHGATE BLVD
Austin, TX 78758
(30.370107, -97.71679)",OFFICE MED 10-35,248735_Campus,9.48,,10/01/2015 12:00:00 AM
192781,"100 CONGRESS AVE
AUSTIN, TX 78701
(30.263622, -97.744452)",OFFICE LG &gt; 35000,192781_001,14.81,,10/01/2015 12:00:00 AM
548256,"11800 STONEHOLLOW DR
AUSTIN, TX 78758
(30.400425, -97.70814)",INDUSTRIAL (W/sqft &gt; 3),548256_001,15.49,38,10/01/2015 12:00:00 AM
426061,"8305 SPRINGDALE RD
AUSTIN, TX 78724
(30.327563, -97.655642)",WAREHOUSE,426061_001,5.96,,10/01/2015 12:00:00 AM
"153533, 153534","9442 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78759
(30.38848, -97.751695)",OFFICE LG &gt; 35000,153533_153534_Arboretum,20.43,82,10/01/2015 12:00:00 AM
249931,"8833 BURNET RD
AUSTIN, TX 78757
(30.3716, -97.726734)",RESTAURANT\BAR,249931_Campus,74.86,,10/01/2015 12:00:00 AM
729528,"1700 S PLEASANT VALLEY RD
AUSTIN, TX 78741
(30.236468, -97.72103)",STORE\GROCERY (W/sqft &gt; 5),Austin #12-219,44.79,75,10/01/2015 12:00:00 AM
104330,"208 NUECES ST
AUSTIN, TX 78701
(30.266713, -97.749613)",CONGREGATION FACILITY,104330_Campus,5.47,,10/01/2015 12:00:00 AM
310481,"3815 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78704
(30.241788, -97.800753)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),310481_001,8.98,58.5,10/01/2015 12:00:00 AM
"291820, 291826, 291827","4013 TODD LA
AUSTIN, TX 78744
(30.211563, -97.737387)",WAREHOUSE,291826_001,11.57,63,10/01/2015 12:00:00 AM
105335,"800 W 6 ST
Austin, TX 78703
(30.270258, -97.750587)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),105335_001,34.65,,10/01/2015 12:00:00 AM
307141,"2515 Congress Avenue S
Austin, TX 78704
(30.236964, -97.755122)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),G. Betts Complex,31.58,37,10/01/2015 12:00:00 AM
233425,"6400 BURNET RD
AUSTIN, TX 78757
(30.33987, -97.739014)",MINI WAREHOUSE,233425_Campus,0.42,,10/01/2015 12:00:00 AM
235488,"8504 CROSS PARK DR
AUSTIN, TX 78754
(30.34008, -97.676784)",WAREHOUSE (W/sqft &gt; 5),235488_001,26.86,,10/01/2015 12:00:00 AM
251520,"9904 GRAY BLVD
AUSTIN, TX 78758
(30.378076, -97.713053)",WAREHOUSE,251520_001,1.71,,10/01/2015 12:00:00 AM
105629,"3001 Bee Caves Rd
Austin, TX 78746
(30.270686, -97.790864)",OFFICE LG &gt; 35000,105629_001,1.01,63,10/01/2015 12:00:00 AM
256579,"2301 DENTON DR
AUSTIN, TX 78758
(30.386965, -97.716395)",WAREHOUSE,256579_001,7.06,98,10/01/2015 12:00:00 AM
191211,"624 N PLEASANT VALLEY RD
AUSTIN, TX 78702
(30.258924, -97.71003)",OFFICE MED 10-35,191211_001,7.50,52.8,10/01/2015 12:00:00 AM
232791,"1606 HEADWAY CIR
AUSTIN, TX 78754
(30.333979, -97.683087)",OFFICE MED 10-35,232791_001,15.48,,10/01/2015 12:00:00 AM
207579,"3834 AIRPORT BLVD
AUSTIN, TX 78722
(30.288901, -97.70729)",OFFICE MED 10-35,207579_Campus,17.17,,10/01/2015 12:00:00 AM
305359,"3001 S LAMAR BLVD
Austin, TX 78704
(30.242906, -97.783303)",RETAIL CENTER,305359_002,6.25,,10/01/2015 12:00:00 AM
245669,"7944 GREAT NORTHERN BLVD
AUSTIN, TX 78757
(30.362523, -97.741728)",RETAIL CENTER,245669_002,8.81,,10/01/2015 12:00:00 AM
196675,"1106 Rio Grande Street
Austin, TX 78701
(30.274924, -97.747655)",EDUCATIONAL FACILITY,196675_Campus,15.55,73.5,10/01/2015 12:00:00 AM
726208,"7171 SOUTHWEST PKWY
AUSTIN, TX 78735
(30.252265, -97.862475)",INDUSTRIAL,726208_003,6.46,36,10/01/2015 12:00:00 AM
"296215, 296216","4800 SHAW LA
AUSTIN, TX 78744
(30.185951, -97.705245)",OFFICE LG &gt; 35000,296215_Fire_Training,7.05,,10/01/2015 12:00:00 AM
754099,"1100 E HOWARD LA
AUSTIN, TX 78753
(30.40907, -97.64741)",WAREHOUSE,754099_004,5.38,,10/01/2015 12:00:00 AM
188590,"1106 SMITH RD
AUSTIN, TX 78721
(30.255122, -97.680793)",INDUSTRIAL,188590_001,5.67,,10/01/2015 12:00:00 AM
509360,"4477 S LAMAR BLVD
AUSTIN, TX 78645
(30.232244, -97.799087)",STORE\GROCERY,509360_001,12.85,7,10/01/2015 12:00:00 AM
206208,"2400 LEON ST
AUSTIN, TX 78705
(30.288534, -97.749298)",DORMITORY\RETIREMENT FACILITY,2400 LEON ST AUSTIN TX 78705,16.58,,10/01/2015 12:00:00 AM
206069,"1002 W 26 ST
AUSTIN, TX 78705
(30.29094, -97.74821)",DORMITORY\RETIREMENT FACILITY,206069_Campus,26.00,,10/01/2015 12:00:00 AM
253979,"8900 SHOAL CREEK BLVD
AUSTIN, TX 78757
(30.37549, -97.733239)",INDUSTRIAL,253979_002,20.40,,10/01/2015 12:00:00 AM
568797,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.37848, -97.688327)",STORE\GROCERY,568797_005,21.82,,10/01/2015 12:00:00 AM
313593,"209 E BEN WHITE BLVD
AUSTIN, TX 78704
(30.221165, -97.761862)",INDUSTRIAL,313593_001,7.50,,10/01/2015 12:00:00 AM
371636,"4125 TODD LA
AUSTIN, TX 78744
(30.211671, -97.73732)",WAREHOUSE,371636_Campus,0.42,,10/01/2015 12:00:00 AM
291452,"2201 E BEN WHITE BLVD
Austin, TX 78741
(30.215661, -97.742414)",RESTAURANT\BAR,291452_Campus,13.17,,10/01/2015 12:00:00 AM
104320,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.255443, -97.810066)",RETAIL CENTER,104320_002,39.16,86.5,10/01/2015 12:00:00 AM
268580,"12601 N MOPAC EXPY
AUSTIN, TX 78727
(30.422055, -97.702881)",RETAIL CENTER,Parmer Crossing 2500 W. Parmer Ln,14.77,,10/01/2015 12:00:00 AM
483323,"7601 E BEN WHITE BLVD
AUSTIN, TX 78741
(30.217543, -97.69231)",MOTEL\HOTEL (W/sqft &gt; 3),483323_Campus,10.40,,10/01/2015 12:00:00 AM
191560,"500 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.262047, -97.739713)",CITY OF AUSTIN,191560_001,5.23,,10/01/2015 12:00:00 AM
330205,"7105 MANCHACA RD
AUSTIN, TX 78745
(30.200634, -97.807254)",DORMITORY\RETIREMENT FACILITY,330205_Campus,17.10,,10/01/2015 12:00:00 AM
532853,"9911 BRODIE LA
AUSTIN, TX 78748
(30.184608, -97.849046)",STORE\GROCERY (W/sqft &gt; 5),532853_001,77.15,31,10/01/2015 12:00:00 AM
771588,"1000 S LAMAR BLVD
AUSTIN, TX 78704
(30.255883, -97.761605)",CONGREGATION FACILITY,771588_002,1.76,,10/01/2015 12:00:00 AM
190093,"814 AIRPORT BLVD
AUSTIN, TX 78702
(30.256734, -97.693022)",INDUSTRIAL (W/sqft &gt; 3),190093_Campus,97.60,,10/01/2015 12:00:00 AM
228188,"7104 Berkman Drive
Austin, TX 78752
(30.323992, -97.689633)",EDUCATIONAL FACILITY,228188_Nelson_001,10.88,91.5,10/01/2015 12:00:00 AM
315647,"4216 S CONGRESS AVE
AUSTIN, TX 78745
(30.220493, -97.765451)",INDUSTRIAL (W/sqft &gt; 3),315647_Campus,23.51,,10/01/2015 12:00:00 AM
203760,"707 W 21st
Austin, TX 78705
(30.284039, -97.745135)",DORMITORY\RETIREMENT FACILITY,203760_Campus,19.74,,10/01/2015 12:00:00 AM
310473,"4021 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78704
(30.238589, -97.7991)",RETAIL CENTER,310473_005,9.35,1.3,10/01/2015 12:00:00 AM
203798,"1905 NUECES ST
AUSTIN, TX 78705
(30.283035, -97.744138)",DORMITORY\RETIREMENT FACILITY,203798_Campus,13.40,,10/01/2015 12:00:00 AM
239660,"8204 N LAMAR BLVD
AUSTIN, TX 78753
(30.35087, -97.709219)",WAREHOUSE,239660_002,2.33,,10/01/2015 12:00:00 AM
292508,"3120 MONTOPOLIS DR
AUSTIN, TX 78744
(30.210742, -97.713367)",MOTEL\HOTEL,292508_Campus,10.78,,10/01/2015 12:00:00 AM
251550,"1934 RUTLAND DR
AUSTIN, TX 78758
(30.379364, -97.71327)",RETAIL CENTER,251550_Campus,7.62,,10/01/2015 12:00:00 AM
362219,"9119 METRIC BLVD
AUSTIN, TX 78758
(30.373159, -97.721546)",WAREHOUSE,362219_001,1.53,,10/01/2015 12:00:00 AM
287383,"520 WOODWARD ST
AUSTIN, TX 78704
(30.226496, -97.753614)",DORMITORY\RETIREMENT FACILITY,287383_APT6,2.26,,10/01/2015 12:00:00 AM
310482,"3801 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78704
(30.24204, -97.800875)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),310482_001,28.35,71,10/01/2015 12:00:00 AM
527934,"13413 N INTERSTATE
Austin, TX 78753
(30.420026, -97.672015)",RETAIL CENTER,527934_001,0.48,,10/01/2015 12:00:00 AM
509245,"4511 MANCHACA RD
AUSTIN, TX 78745
(30.2275, -97.789871)",OFFICE MED 10-35,509245_001,3.92,78,10/01/2015 12:00:00 AM
128104,"5511 PARKCREST DR
AUSTIN, TX 78731
(30.337044, -97.758706)",OFFICE MED 10-35,128104_Campus,14.00,,10/01/2015 12:00:00 AM
254006,"2600 LONGHORN BLVD
AUSTIN, TX 78758
(30.3806, -97.72598)",INDUSTRIAL,254006_001,7.28,,10/01/2015 12:00:00 AM
"239647, 239648","8101 N LAMAR BLVD
AUSTIN, TX 78753
(30.349623, -97.710376)",MINI WAREHOUSE,239647_Campus,1.90,99,10/01/2015 12:00:00 AM
193101,"900 CHICON ST
AUSTIN, TX 78702
(30.264591, -97.721209)",EDUCATIONAL FACILITY,193101_Campus,16.17,,10/01/2015 12:00:00 AM
287640,"2121 E OLTORF ST
AUSTIN, TX 78741
(30.230408, -97.732412)",RETAIL CENTER,287640_001,21.70,,10/01/2015 12:00:00 AM
245669,"7944 GREAT NORTHERN BLVD
AUSTIN, TX 78757
(30.362523, -97.741728)",RETAIL CENTER,245669_001,8.81,,10/01/2015 12:00:00 AM
232885,"8601 TUSCANY WAY
AUSTIN, TX 78754
(30.332825, -97.658909)",OTHER,232885_002,4.69,,10/01/2015 12:00:00 AM
232788,"1625 RUTHERFORD LA
AUSTIN, TX 78754
(30.334777, -97.680397)",OFFICE (SMALL),232788_001,11.72,,10/01/2015 12:00:00 AM
163533,"11782 JOLLYVILLE RD
AUSTIN, TX 78759
(30.421327, -97.754049)",OFFICE (SMALL),163533_001,10.94,,10/01/2015 12:00:00 AM
783965,"3301 ED BLUESTEIN BLVD
AUSTIN, TX 78721
(30.267862, -97.670292)",COMPUTER DATA CENTER,783965_004,312.04,,10/01/2015 12:00:00 AM
532186,"7415 MANCHACA RD
AUSTIN, TX 78745
(30.196793, -97.809371)",CONGREGATION FACILITY,532186_001,7.75,,10/01/2015 12:00:00 AM
206290,"2508 RIO GRANDE ST
AUSTIN, TX 78705
(30.290144, -97.744435)",DORMITORY\RETIREMENT FACILITY,ALPHA XI DELTA,12.83,,10/01/2015 12:00:00 AM
461024,"4400 W BRAKER LA
AUSTIN, TX 78759
(30.400229, -97.741881)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),461024_001_002,26.60,48,10/01/2015 12:00:00 AM
575643,"1106 W DITTMAR RD
AUSTIN, TX 78745
(30.185744, -97.804138)",DORMITORY\RETIREMENT FACILITY,575643_001,2.55,,10/01/2015 12:00:00 AM
256589,"10620 METRIC BLVD
Austin, TX 78758
(30.386149, -97.71193)",WAREHOUSE,256589_001,6.88,,10/01/2015 12:00:00 AM
306057,"2206 PRATHER LA
AUSTIN, TX 78704
(30.234747, -97.788031)",EDUCATIONAL FACILITY,306057_Campus,12.58,53,10/01/2015 12:00:00 AM
255876,"3206 LONGHORN BLVD
AUSTIN, TX 78758
(30.382635, -97.730178)",INDUSTRIAL,255876_002,2.74,,10/01/2015 12:00:00 AM
230428,"1101 WHEATLEY AVE
AUSTIN, TX 78752
(30.333648, -97.693197)",EDUCATIONAL FACILITY,230428_St_Johns_001,9.60,,10/01/2015 12:00:00 AM
784451,"911 W ANDERSON LA
AUSTIN, TX 78757
(30.348386, -97.714627)",RETAIL CENTER,784451_001_002,12.74,,10/01/2015 12:00:00 AM
456578,"6501 JESTER BLVD
AUSTIN, TX 78750
(30.369833, -97.80142)",RETAIL CENTER,456578_002,13.19,,10/01/2015 12:00:00 AM
"764217, 764218, 764219","7901 CAMERON RD
Austin, TX 78754
(30.334816, -97.684839)",OFFICE MED 10-35,764217_001,10.53,,10/01/2015 12:00:00 AM
R066522,"7212 MCNEIL DR
AUSTIN, TX 78729
(30.435703, -97.765457)",OFFICE MED 10-35,R066522_001,19.03,,10/01/2015 12:00:00 AM
307041,"2501 S CONGRESS AVE
AUSTIN, TX 78704
(30.237388, -97.754766)",OFFICE LG &gt; 35000,307041_001,15.82,16,10/01/2015 12:00:00 AM
284331,"2203 POST RD
AUSTIN, TX 78704
(30.241043, -97.751772)",STORE\GROCERY,284331_002,9.22,,10/01/2015 12:00:00 AM
241578,"8222 N LAMAR BLVD
AUSTIN, TX 78753
(30.351239, -97.708521)",INDUSTRIAL,241578_001,0.61,,10/01/2015 12:00:00 AM
312742,"4315 JAMES CASEY ST
AUSTIN, TX 78745
(30.22375, -97.775001)",OFFICE MED 10-35,312742_Campus,16.27,,10/01/2015 12:00:00 AM
191646,"501 N INTERSTATE
Austin, TX 78702
(30.264667, -97.734489)",OFFICE MED 10-35,191646_001,16.48,,10/01/2015 12:00:00 AM
R364024,"6512 MCNEIL DR
AUSTIN, TX 78729
(30.439355, -97.754161)",OFFICE LG &gt; 35000,R364024_Campus,1.25,,10/01/2015 12:00:00 AM
287383,"520 WOODWARD ST
AUSTIN, TX 78704
(30.226496, -97.753614)",DORMITORY\RETIREMENT FACILITY,287383_SH,2.26,,10/01/2015 12:00:00 AM
190977,"73 San Marcos Street
Austin, TX 78702
(30.258131, -97.735746)",EDUCATIONAL FACILITY,190977_Campus,10.86,76.5,10/01/2015 12:00:00 AM
292456,"4209 SOUTH INDUSTRIAL DR
AUSTIN, TX 78744
(30.209401, -97.74404)",INDUSTRIAL,292456_001,19.46,,10/01/2015 12:00:00 AM
477612,"1825 KRAMER LA
AUSTIN, TX 78758
(30.387252, -97.707299)",INDUSTRIAL,477612_004,5.90,9,10/01/2015 12:00:00 AM
212465,"801 W 38 ST
AUSTIN, TX 78705
(30.304563, -97.741694)",OFFICE MED 10-35,212465_001,18.41,,10/01/2015 12:00:00 AM
487189,"900 W 38th St
Austin, TX 78705
(30.304879, -97.742403)",MEDICAL FACILITY,487189_001,57.32,,10/01/2015 12:00:00 AM
R405458,"9501 AMBERGLEN BLVD
AUSTIN, TX 78729
(30.471653, -97.774674)",OFFICE LG &gt; 35000,R405458_002,13.67,100,10/01/2015 12:00:00 AM
"361666, 361667, 361671, 361672","1821 RUTHERFORD LN
Austin, TX 78754
(30.330992, -97.680241)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),361672_001,58.48,,10/01/2015 12:00:00 AM
302188,"1400 S CONGRESS AVE
AUSTIN, TX 78704
(30.249767, -97.749603)",RETAIL CENTER,302188_Campus,2.53,,10/01/2015 12:00:00 AM
547836,"10301 BURNET RD
AUSTIN, TX 78758
(30.386525, -97.723363)",AUTOMOTIVE SALES,547836_Campus,7.35,,10/01/2015 12:00:00 AM
483533,"7500 METRO CENTER DR
AUSTIN, TX 78744
(30.211856, -97.695128)",INDUSTRIAL (W/sqft &gt; 3),483533_001,105.44,100,10/01/2015 12:00:00 AM
208196,"2711 RIO GRANDE ST
AUSTIN, TX 78705
(30.29292, -97.744197)",DORMITORY\RETIREMENT FACILITY,208196_001,20.84,76,10/01/2015 12:00:00 AM
332586,"709 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.197229, -97.788238)",RETAIL CENTER,332586_Campus,26.56,,10/01/2015 12:00:00 AM
"156314, 156315, 156316","11044 RESEARCH BLVD
AUSTIN, TX 78759
(30.405253, -97.745816)",OFFICE LG &gt; 35000,156314_002,14.01,74,10/01/2015 12:00:00 AM
235852,"6825 BURNET RD
AUSTIN, TX 78757
(30.344683, -97.73795)",AUTOMOTIVE SALES,235852_002,23.18,,10/01/2015 12:00:00 AM
527933,"13405 N INTERSTATE
Austin, TX 78753
(30.419878, -97.672045)",BANKING,527933_Campus,6.94,,10/01/2015 12:00:00 AM
207580,"3800 AIRPORT BLVD
AUSTIN, TX 78722
(30.287694, -97.70705)",WAREHOUSE,207580_001,6.48,,10/01/2015 12:00:00 AM
256592,"10605 DELTA DR
AUSTIN, TX 78758
(30.38814, -97.717108)",INDUSTRIAL,256592_002,5.18,,10/01/2015 12:00:00 AM
"307935, 310848","2901 S CONGRESS AVE
Austin, TX 78704
(30.23219, -97.758643)",EDUCATIONAL FACILITY,310848_BMHE_EAST,36.88,,10/01/2015 12:00:00 AM
236504,"124 W ANDERSON LA
AUSTIN, TX 78752
(30.344358, -97.705568)",OFFICE MED 10-35,236504_Campus,24.19,,10/01/2015 12:00:00 AM
255889,"9610 NEILS THOMPSON DR
AUSTIN, TX 78758
(30.384138, -97.732347)",INDUSTRIAL,255889_001,2.86,67,10/01/2015 12:00:00 AM
732311,"9512 S INTERSTATE
Austin, TX 78748
(30.162071, -97.789159)",OTHER,732311_001,16.16,17,10/01/2015 12:00:00 AM
235500,"8403 CROSS PARK DR
AUSTIN, TX 78754
(30.338652, -97.676569)",INDUSTRIAL,235500_001_002_003,10.59,,10/01/2015 12:00:00 AM
253979,"8900 SHOAL CREEK BLVD
AUSTIN, TX 78757
(30.37549, -97.733239)",INDUSTRIAL,253979_001,20.40,67,10/01/2015 12:00:00 AM
194509,"310 E 6 ST
AUSTIN, TX 78701
(30.267353, -97.740314)",RESTAURANT\BAR,194509_Campus,2.90,,10/01/2015 12:00:00 AM
194413,"604 BRAZOS ST
AUSTIN, TX 78701
(30.268086, -97.741319)",MOTEL\HOTEL (W/sqft &gt; 3),194413_Campus,47.97,,10/01/2015 12:00:00 AM
R381821,"13640 BRIARWICK DR
AUSTIN, TX 78729
(30.470831, -97.770354)",OFFICE LG &gt; 35000,R381821_D,10.47,3,10/01/2015 12:00:00 AM
"548496, 548524","12701 N INTERSTATE
Austin, TX 78753
(30.411331, -97.673067)",RETAIL CENTER,585638_001,38.49,,10/01/2015 12:00:00 AM
249449,"10601 BLUFF BEND DR
AUSTIN, TX 78753
(30.368612, -97.676193)",OFFICE MED 10-35,249449_001,6.06,,10/01/2015 12:00:00 AM
197675,"2300 Rosewood Ave
Austin, TX 78702
(30.270326, -97.715131)",CITY OF AUSTIN,197675_002,24.08,,10/01/2015 12:00:00 AM
316356,"210 E ST ELMO RD
Austin, TX 78745
(30.21662, -97.765416)",INDUSTRIAL,316356_002,2.63,,10/01/2015 12:00:00 AM
245593,"3636 EXECUTIVE CENTER DR
Austin, TX 78731
(30.361973, -97.748959)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),245593_001,12.69,,10/01/2015 12:00:00 AM
"307935, 310848","2901 S CONGRESS AVE
Austin, TX 78704
(30.23219, -97.758643)",EDUCATIONAL FACILITY,307935_ARTS,36.88,,10/01/2015 12:00:00 AM
284331,"2203 POST RD
AUSTIN, TX 78704
(30.241043, -97.751772)",STORE\GROCERY,284331_001,9.22,,10/01/2015 12:00:00 AM
445813,"2102 E FARO DR
AUSTIN, TX 78741
(30.228058, -97.713544)",EDUCATIONAL FACILITY,445813_Campus,11.41,71.5,10/01/2015 12:00:00 AM
310477,"4032 S LAMAR BLVD
AUSTIN, TX 78704
(30.236047, -97.793238)",RETAIL CENTER,310477_001,25.21,,10/01/2015 12:00:00 AM
105438,"301 WEST AVE
AUSTIN, TX 78701
(30.268066, -97.751408)",CITY OF AUSTIN,105438_001,8.14,45.5,10/01/2015 12:00:00 AM
508992,"4211 S LAMAR BLVD
AUSTIN, TX 78704
(30.234848, -97.794618)",RETAIL CENTER,Lake Hills Plaza Campus,1.20,,10/01/2015 12:00:00 AM
359147,"2326 GUADALUPE ST
AUSTIN, TX 78705
(30.287089, -97.741661)",RETAIL CENTER,359147_002,24.00,,10/01/2015 12:00:00 AM
808728,"916 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.28579, -97.825838)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),808728_Campus,84.80,,10/01/2015 12:00:00 AM
"775945, 775950","10701 S 1ST ST
AUSTIN, TX 78748
(30.150676, -97.802164)",EDUCATIONAL FACILITY,775945_Campus,1.04,72.5,10/01/2015 12:00:00 AM
"527977, 527978, 527976","12357 RIATA TRACE PKWY
AUSTIN, TX 78727
(30.427987, -97.743213)",OFFICE LG &gt; 35000,527978_001,18.60,,10/01/2015 12:00:00 AM
784493,"2916 MONTOPOLIS DR
AUSTIN, TX 78741
(30.213635, -97.711537)",INDUSTRIAL (W/sqft &gt; 3),784493_Campus,468.68,,10/01/2015 12:00:00 AM
362428,"12201 RENFERT WAY
AUSTIN, TX 78758
(30.410828, -97.704348)",MEDICAL FACILITY,362428_001,30.13,60.5,10/01/2015 12:00:00 AM
426335,"1835 KRAMER LA
AUSTIN, TX 78758
(30.387506, -97.707839)",INDUSTRIAL,426335_001,0.46,34,10/01/2015 12:00:00 AM
192775,"201 COLORADO ST
AUSTIN, TX 78701
(30.264929, -97.745437)",OFFICE MED 10-35,192775_Campus,7.55,,10/01/2015 12:00:00 AM
462796,"12545 RIATA VISTA CIR
Austin, TX 78727
(30.430822, -97.734566)",OFFICE LG &gt; 35000,462796_001,27.81,31,10/01/2015 12:00:00 AM
255066,"2209 RUTLAND DR
AUSTIN, TX 78758
(30.381518, -97.717812)",INDUSTRIAL,255066_001,6.47,,10/01/2015 12:00:00 AM
361707,"1321 RUTHERFORD LA
AUSTIN, TX 78753
(30.33859, -97.685917)",INDUSTRIAL (W/sqft &gt; 3),361707_Campus,28.17,,10/01/2015 12:00:00 AM
245673,"8121 SHOAL CREEK BLVD
AUSTIN, TX 78757
(30.365526, -97.738969)",EDUCATIONAL FACILITY,245673_Campus,15.37,,10/01/2015 12:00:00 AM
