Data Year,ID,Property Name,Address,ZIP Code,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2015,119808,McGowan South,1110 W. Belden,60614,LINCOLN PARK,College/University,127900,2008,1,,8480134,10297241,,,,146.80000000000001,292.7,151.5,297.60000000000002,2251,17.600000000000001,41.923826730000002,-87.656585120000003,"(41.923826730000002, -87.656585120000003)"
2015,175954,Walmart Supercenter #5617,4626 W. Diversey Ave.,60639,HERMOSA,Wholesale Club/Supercenter,116720,2013,1,61,8483624,6835157,,,,131.19999999999999,289.7,135.1,292.60000000000002,2068,17.7,41.93162246,-87.742562489999997,"(41.93162246, -87.742562489999997)"
2015,160444,1225 Old Town,1225 N. Wells Street ,60610,NEAR NORTH SIDE,Multifamily Housing,438160,2012,1,,8502438,8947397,,,,39.799999999999997,82.4,40.799999999999997,83.4,2184,5,41.904459019999997,-87.634066610000005,"(41.904459019999997, -87.634066610000005)"
2015,251873,BackOfTheYrd-CPS,2111 W 47th St,60609,NEW CITY,K-12 School,212285,2012,1,82,8534654,,,,,40.200000000000003,126.2,40.200000000000003,126.2,1715,8.1,41.808463000000003,-87.677640999999994,"(41.808463000000003, -87.677640999999994)"
2015,232062,Prairie District Homes Tower Residences Condominium Association,1717 S. Prairie,60616,NEAR SOUTH SIDE,Multifamily Housing,291068,2003,1,16,8537524,14159087,,,,78,143.19999999999999,81.400000000000006,147.6,2467,8.5,41.858475149999997,-87.61984803,"(41.858475149999997, -87.61984803)"
2015,160354,Asbury Plaza,750 N. Dearborn,60654,NEAR NORTH SIDE,Multifamily Housing,356989,1981,1,37,8543112,26500726,,,,98.2,153.1,102.9,158,3124,8.800000000000001,41.896026999999997,-87.629782000000006,"(41.896026999999997, -87.629782000000006)"
2015,251362,Prosser Care-CPS,2148 N LONG AVE,60639,BELMONT CRAGIN,K-12 School,209971,1907,1,25,8616494,11760952,,,,97,187.7,102.1,195.3,2356,11.2,41.91940468,-87.761876470000004,"(41.91940468, -87.761876470000004)"
2015,250167,162 North State Street,162 N. State St.,60601,LOOP,Residence Hall/Dormitory,318360,1999,1,,8652249,20047961,,7956240,,115.1,176.5,118.4,179.9,3223,10.1,41.88496713,-87.628366529999994,"(41.88496713, -87.628366529999994)"
2015,251772,03224-Irving Park Road & Narraganset,6430 W. Irving Park Rd,60634,DUNNING,Supermarket/Grocery Store,57498,1989,1,59,8662945,3526900,,,,212,537.5,212.3,536.5,1928,33.5,41.952928,-87.787363999999997,"(41.952928, -87.787363999999997)"
2015,158414,Old Republic Building,301 317 N. Michigan Ave.,60601,LOOP,Office,219636,1925,1,81,8676269,8859094,,,,79.8,166.4,83.1,170.4,2214,10.1,41.887091310000002,-87.624185629999999,"(41.887091310000002, -87.624185629999999)"
2015,172679,Cook Brothers,1710 - 1740 N KOSTNER AVE,60639,HUMBOLDT PARK,Retail Store,107750,1977,1,32,8683257,3294466,,,,111.2,285.10000000000002,114,288.10000000000002,1920,17.8,41.912688490000001,-87.736207010000001,"(41.912688490000001, -87.736207010000001)"
2015,251278,Paramount Lofts Condominium Association,1645 W Ogden,60612,NEAR WEST SIDE,Multifamily Housing,270582,1845,1,,8708997,15315857,,,,88.8,160.5,91.6,163,2563,9.5,41.879618149999999,-87.667280219999995,"(41.879618149999999, -87.667280219999995)"
2015,243937,The Residences of 41 E. 8th Street,41 E. 8th Street,60605,LOOP,Multifamily Housing,296351,2002,1,25,8726101,20606902,,,,99,165.5,103.7,170.5,2848,9.6,41.87158617,-87.62641945,"(41.87158617, -87.62641945)"
2015,176010,420 N Wabash Ave,420 N. Wabash Ave.,60611,NEAR NORTH SIDE,Office,102450,1906,1,23,8752995,5341200,,,,137.6,323,137.6,323,2042,19.899999999999999,41.889696200000003,-87.626663739999998,"(41.889696200000003, -87.626663739999998)"
2015,159311,(ILCH1212) - Park Michigan [external],1212 S. Michigan Ave.,60605,NEAR SOUTH SIDE,Multifamily Housing,401918,1982,1,53,8760706,20448078,,,,72.7,121.9,72.7,121.9,2846,7.1,41.86688247,-87.624639520000002,"(41.86688247, -87.624639520000002)"
2015,252071,Library Towers Condo Association,520 S State Street,60605,LOOP,Multifamily Housing,363761,2008,1,62,8766830,14442648,,,,63.8,117.4,65.7,119.4,2529,7,41.875107190000001,-87.627974600000002,"(41.875107190000001, -87.627974600000002)"
2015,171995,7000-7010 S. Pulaski Road,7000-7010 S. Pulaski Road,60629,WEST LAWN,Retail Store,64215,1985,1,,8801377,4523207,,,,207.5,504.3,209.8,506.7,2009,31.3,41.76545745,-87.723527770000004,"(41.76545745, -87.723527770000004)"
2015,174182,Lewis Towers,820 N Michigan Ave,60611,NEAR NORTH SIDE,College/University,216081,1980,1,,8815673,9754800,,,,85.9,175.5,89.2,178.1,2289,10.6,41.897461999999997,-87.624885000000006,"(41.897461999999997, -87.624885000000006)"
2015,250139,Domestic Violence Courthouse,555 W. Harrison St.,60607,NEAR WEST SIDE,Courthouse,187268,1890,1,71,8819590,8648514,,,,93.3,196.4,97.8,201.3,2231,11.9,41.874352999999999,-87.641660999999999,"(41.874352999999999, -87.641660999999999)"
2015,119055,CHICAGO BRICKYARD (1924),6525 W DIVERSEY AVE,60707,BELMONT CRAGIN,Retail Store,139940,2004,1,74,8831774,2285800,,,,79.400000000000006,215.3,79.599999999999994,215,1896,13.5,41.930051110000001,-87.789755240000005,"(41.930051110000001, -87.789755240000005)"
2015,241550,Lofts At Museum Park Condominium Association,1305 S. Michigan Ave.,60605,NEAR SOUTH SIDE,Multifamily Housing,271348,2004,1,46,8832539,11646331,,,,75.5,147.30000000000001,78,150.4,2393,8.800000000000001,41.865631370000003,-87.624069520000006,"(41.865631370000003, -87.624069520000006)"
2015,103620,Grossinger City Autoplex,1530 N Dayton St,60642,NEAR NORTH SIDE,Automobile Dealership,275000,2008,1,,8864028,5420902,,,,51.9,121.9,54.8,126.8,2069,7.5,41.910105999999999,-87.649495000000002,"(41.910105999999999, -87.649495000000002)"
2015,172725,03442-Foster & Pulaski,4042 W. Foster Ave,60630,NORTH PARK,Supermarket/Grocery Store,65227,1992,1,84,8873749,4471000,,,,204.6,499.2,205.4,498.9,2020,31,41.976285650000001,-87.730057489999993,"(41.976285650000001, -87.730057489999993)"
2015,159897,Shoreland,5454 S Shore Drive,60615,HYDE PARK,Multifamily Housing,638697,1925,1,96,8894320,14921399,,,,37.299999999999997,68.3,38.6,69.7,2580,4,41.796235490000001,-87.581503580000003,"(41.796235490000001, -87.581503580000003)"
2015,251217,Harbor House Condominium Association,3200 N. Lake Shore Drive,60657,LAKE VIEW,Multifamily Housing,427429,1966,1,57,8944005,28561585,,,,87.7,135.9,91.8,140.1,3314,7.8,41.940638999999997,-87.639578,"(41.940638999999997, -87.639578)"
2015,244535,(IL526)-Carl Sandburg Village,1355 N. Sandburg Terrace,60610,NEAR NORTH SIDE,Multifamily Housing,597193,1963,1,68,8953119,44941571,,,,90.2,126.1,95.1,131.19999999999999,4186,7,41.907064089999999,-87.631903190000003,"(41.907064089999999, -87.631903190000003)"
2015,168174,Kelly High S-CPS,4136 S California Ave,60632,BRIGHTON PARK,K-12 School,298432,1928,1,55,8988010,16838281,,,,86.5,153.80000000000001,91.4,158.9,2700,9,41.819046370000002,-87.694572190000002,"(41.819046370000002, -87.694572190000002)"
2015,165439,Spertus Institute for Jewish Learning and Leadership,610 S. Michigan Ave,60605,LOOP,College/University,142776,2007,1,,8995625,149819,,,,64.099999999999994,198.9,64.099999999999994,198.9,1815,12.7,41.874053170000003,-87.624828050000005,"(41.874053170000003, -87.624828050000005)"
2015,251310,03501-Western & Roscoe,3400 N. Western Avenue,60618,NORTH CENTER,Supermarket/Grocery Store,55600,2002,1,59,9032178,4090500,,,,236,587.29999999999995,237.8,586.70000000000005,2032,36.5,41.943184000000002,-87.688205499999995,"(41.943184000000002, -87.688205499999995)"
2015,158724,202,2200 S. Western Ave,60608,LOWER WEST SIDE,Supermarket/Grocery Store,65058,1970,1,47,9044659,7019071,,,,246.9,549.79999999999995,248.8,551.79999999999995,2190,33.700000000000003,41.851331389999999,-87.686903760000007,"(41.851331389999999, -87.686903760000007)"
2015,175905,"HI Chicago, The J. Ira and Nicki Harris Family Hostel",24 East Congress Parkway,60605,LOOP,Other - Lodging/Residential,110000,1880,1,,9046014,3740054,,,,116.2,293.89999999999998,117.3,295.10000000000002,2016,18.3,41.875889989999997,-87.626530459999998,"(41.875889989999997, -87.626530459999998)"
2015,121043,209 W. Jackson,209 W. Jackson,60606,LOOP,Office,164000,1897,1,59,9079004,4974809,,,,85.7,205.7,87.8,206.8,2088,12.7,41.878093509999999,-87.634159879999999,"(41.878093509999999, -87.634159879999999)"
2015,251746,NortHighColP-CPS,5501 N Kedzie Ave,60625,NORTH PARK,K-12 School,222600,1999,1,70,9079093,,,,,40.799999999999997,128.1,40.799999999999997,128.1,1824,8.199999999999999,41.981095000000003,-87.707795640000001,"(41.981095000000003, -87.707795640000001)"
2015,241873,The Columbian Condominium Association,1160 S Michigan Ave,60605,LOOP,Multifamily Housing,464164,2007,1,79,9086296,17902503,,,,58.1,102,60.2,103.7,2776,6,41.867761109999996,-87.624646889999994,"(41.867761109999996, -87.624646889999994)"
2015,125148,Shop & Save Market - Archer,5829 S. ARCHER AVE.,60638,GARFIELD RIDGE,Supermarket/Grocery Store,67169,1985,1,56,9091168,7179962,,,,242.2,537.20000000000005,246,539.20000000000005,2208,32.9,41.795658459999999,-87.759232530000006,"(41.795658459999999, -87.759232530000006)"
2015,173488,"F.H. Paschen, S.N. Nielsen & Associates, LLC",8734 W. Catalpa,60656,OHARE,Office,112700,1989,1,46,9125357,,,,,81,254.2,81.5,255.8,1833,16.3,41.979185000000001,-87.844848999999996,"(41.979185000000001, -87.844848999999996)"
2015,160330,Pullman Wheelworks,901 East 104th Street,60628,PULLMAN,Multifamily Housing,294300,1920,6,39,9145436,5529820,,,,49.9,117.3,51.3,121,2131,7.2,41.705411859999998,-87.602265549999998,"(41.705411859999998, -87.602265549999998)"
2015,251330,McGowan North,2325 N. Clifton,60614,LINCOLN PARK,College/University,56025,1998,1,,9191345,22394430,,,,563.79999999999995,934.9,578.29999999999995,943.9,3036,54.2,41.924220890000001,-87.656591919999997,"(41.924220890000001, -87.656591919999997)"
2015,251946,1010 Lake Shore Association,1000 N. Lake Shore Drive,60611,NEAR NORTH SIDE,Multifamily Housing,253446,1954,1,12,9200110,14692701,,,,94.3,174.9,98.8,179.6,2629,10.4,41.900883,-87.624236999999994,"(41.900883, -87.624236999999994)"
2015,250067,Goldblatts Building,1609 W. Chicago,60622,WEST TOWN,Office,160280,1940,1,71,9218569,2381819,,,,72.400000000000006,196.2,73.099999999999994,196.2,1979,12.3,41.896043689999999,-87.667789799999994,"(41.896043689999999, -87.667789799999994)"
2015,121774,#1912 North Avenue,1232 W North Ave,60622,WEST TOWN,Retail Store,190000,1996,1,56,9233452,9357095,,,,97.8,204.3,101.6,208.3,2352,12.4,41.911634429999999,-87.658505539999993,"(41.911634429999999, -87.658505539999993)"
2015,243345,Shoreline Towers CA,6301 N Sheridan Road,60660,EDGEWATER,Multifamily Housing,482834,1970,1,46,9278405,34689882,,,,91.1,135.80000000000001,92.4,137.19999999999999,3707,7.7,41.996686920000002,-87.654748889999993,"(41.996686920000002, -87.654748889999993)"
2015,228537,201 East Chestnut Condominium Association,201 E Chestnut Street,60611,NEAR NORTH SIDE,Multifamily Housing,285870,1967,1,60,9289702,1917761,,,,39.200000000000003,109.1,40.700000000000003,112.9,1968,6.9,41.89810086,-87.621580780000002,"(41.89810086, -87.621580780000002)"
2015,251260,The Belmont by Reside,3178 North Sheridan Road,60657,LAKE VIEW,Multifamily Housing,475020,1924,1,67,9306233,18917199,,,,59.4,103.3,61,104.9,2875,6.1,41.939733050000001,-87.640000189999995,"(41.939733050000001, -87.640000189999995)"
2015,251320,03376-Kinzie & Des Plaines,370 N. Des Plaines,60661,WEST TOWN,Supermarket/Grocery Store,65000,2008,1,66,9324993,6767400,,,,247.6,559.79999999999995,252.9,563,2233,34.4,41.888360579999997,-87.644306900000004,"(41.888360579999997, -87.644306900000004)"
2015,173497,Shop & Save Market - Nagle,6312 N. Nagle Ave,60646,NORWOOD PARK,Supermarket/Grocery Store,66711,1987,1,1,9335908,67134488,,,,1146.3,1496.1,1146.3,1496.1,5442,81.599999999999994,41.995890869999997,-87.787530919999995,"(41.995890869999997, -87.787530919999995)"
2015,238355,Museum Park Tower 1 Condominium Association,1322 S. Prairie Ave,60605,NEAR SOUTH SIDE,Multifamily Housing,279381,2001,1,23,9336815,19858459,,,,104.5,179.6,108.7,182.7,2931,10.5,41.865232980000002,-87.621674990000002,"(41.865232980000002, -87.621674990000002)"
2015,251773,03296-Foster & Harlem,7342 Foster Ave,60656,NORWOOD PARK,Supermarket/Grocery Store,77255,1978,1,86,9338682,4866600,,,,183.9,445.7,185.4,446.5,2135,27.6,41.974474000000001,-87.810635000000005,"(41.974474000000001, -87.810635000000005)"
2015,119552,03344-Roosevelt & Ashland,1220 S Ashland Ave,60608,NEAR WEST SIDE,Supermarket/Grocery Store,63407,2002,1,67,9364954,3474800,,,,202.5,521.29999999999995,204.2,520.1,2066,32.6,41.865903250000002,-87.668599610000001,"(41.865903250000002, -87.668599610000001)"
2015,135082,Standard Club of Chicago,320 South Plymouth Court,60604,LOOP,Social/Meeting Hall,164478,1925,1,,9371253,17113900,,5004576,,191.5,318.60000000000002,193.6,320.89999999999998,3056,18.600000000000001,41.877690459999997,-87.62901128,"(41.877690459999997, -87.62901128)"
2015,242148,(IL337)- Museum Park Place    ,1841 S Calumet Ave,60616,NEAR SOUTH SIDE,Multifamily Housing,301111,2006,1,47,9379711,17919800,,,,90.7,160.30000000000001,94,163.9,2836,9.4,41.857282789999999,-87.61931697,"(41.857282789999999, -87.61931697)"
2015,251344,03470-Elston & Addison,3570 North Elston,60618,AVONDALE,Supermarket/Grocery Store,55024,1983,1,58,9384488,3105900,,,,227,594.79999999999995,229.3,595.1,2050,37.299999999999997,41.945117189999998,-87.708452359999995,"(41.945117189999998, -87.708452359999995)"
2015,160375,77 West Huron Street,77 West Huron Street,60601,NEAR NORTH SIDE,Multifamily Housing,313932,1988,1,45,9387460,15869261,,,,80.5,147,83.3,150,2729,8.699999999999999,41.89462133,-87.630706759999995,"(41.89462133, -87.630706759999995)"
2015,244747,Lancaster Condo Association,201 N. Westshore Drive,60601,LOOP,Multifamily Housing,323000,2004,1,37,9409522,18734855,,,,87.1,152.4,90.2,154.69999999999999,2886,8.9,41.886266929999998,-87.616000900000003,"(41.886266929999998, -87.616000900000003)"
2015,122919,03241-Paulina & Division,1341 N Paulina,60622,WEST TOWN,Supermarket/Grocery Store,52422,1984,1,54,9410637,3776300,,,,251.6,639.29999999999995,254.8,639.4,2091,39.9,41.906154999999998,-87.669972999999999,"(41.906154999999998, -87.669972999999999)"
2015,160070,777 North Michigan Condo Association,777 N Michigan,60611,NEAR NORTH SIDE,Multifamily Housing,400000,1964,1,71,9427888,18994682,,,,71.099999999999994,123.9,73.8,126.3,2903,7.3,41.89640687,-87.62384668,"(41.89640687, -87.62384668)"
2015,251300,2020 Lincoln Park West Condominium Association,2020 N. Lincoln Park West,60614,LINCOLN PARK,Multifamily Housing,434293,1972,1,38,9454976,33485535,,,,98.9,149.30000000000001,103.1,152.9,3678,8.5,41.918729190000001,-87.636901409999993,"(41.918729190000001, -87.636901409999993)"
2015,101567,The Monadnock Building,53 W. Jackson Blvd,60604,LOOP,Office,496749,1890,1,98,9459384,12548040,,,,44.3,86.3,46.1,87.7,2567,5.2,41.877524340000001,-87.629552899999993,"(41.877524340000001, -87.629552899999993)"
2015,118737,CHICAGO PETERSON AVE (2079),2112 W PETERSON AVE,60659,WEST RIDGE,Retail Store,160177,2006,1,80,9465171,4625600,,,,88,215.9,88.7,216.3,2147,13.4,41.990667629999997,-87.682181650000004,"(41.990667629999997, -87.682181650000004)"
2015,160257,Elm Street Plaza,1130 N. Dearborn,60610,NEAR NORTH SIDE,Multifamily Housing,380277,1976,1,33,9465693,28385145,,,,99.5,156.5,102.1,157.4,3409,9,41.902924659999996,-87.630413529999998,"(41.902924659999996, -87.630413529999998)"
2015,234838,1400 South Michigan,1400 South Michigan Avenue,60605,NEAR SOUTH SIDE,Multifamily Housing,344016,2008,1,58,9479259,16037816,,,,74.2,135.5,76.900000000000006,138.80000000000001,2756,8,41.863784840000001,-87.624554680000003,"(41.863784840000001, -87.624554680000003)"
2015,101869,Hotel Chicago,333 N. Dearborn,60654,NEAR NORTH SIDE,Hotel,222154,1960,1,25,9511233,7845001,,11638176,6791400,161.1,260.7,162.9,263.10000000000002,3392,15.3,41.888332609999999,-87.629503619999994,"(41.888332609999999, -87.629503619999994)"
2015,158426,Hampton Inn & Suites Chicago - Downtown,33 W Illinois,60654,NEAR NORTH SIDE,Hotel,160000,1999,1,14,9513403,14544099,,,,150.4,282.10000000000002,152.5,283,2684,16.8,41.890812830000002,-87.629340450000001,"(41.890812830000002, -87.629340450000001)"
2015,240842,200 E. Delaware Condominium Association,200 E. Delaware Place,60611,NEAR NORTH SIDE,Multifamily Housing,353063,1972,1,38,9516228,23563764,,,,93.7,154.69999999999999,97.8,158.5,3164,9,41.899529250000001,-87.621302630000002,"(41.899529250000001, -87.621302630000002)"
2015,160134,"Charles A Beckett Associates, LP",400 E. 41st Street,60653,GRAND BOULEVARD,Multifamily Housing,394957,1977,2,62,9516631,20800753,,,,76.8,131,79.599999999999994,133.30000000000001,3017,7.6,41.82048786,-87.616320290000004,"(41.82048786, -87.616320290000004)"
2015,250142,850 West Jackson,850 West Jackson,60607,NEAR WEST SIDE,Office,106056,1912,1,30,9521527,,,,,89.8,281.89999999999998,89.8,281.89999999999998,1913,18,41.878164609999999,-87.649251469999996,"(41.878164609999999, -87.649251469999996)"
2015,251277,Scientific Games-2718 Roscoe,2718 Roscoe St,60618,AVONDALE,Office,121666,2012,1,47,9539662,1256078,,,,88.7,257,,,1983,16.3,41.942829000000003,-87.696214999999995,"(41.942829000000003, -87.696214999999995)"
2015,172154,Apostolic Church of God,6340 S Dorchester,60637,WOODLAWN,Worship Facility,216000,1977,1,11,9582339,6830850,,,,76,172.5,78.2,174.8,2288,10.6,41.779819000000003,-87.591494999999995,"(41.779819000000003, -87.591494999999995)"
2015,250038,Brooks Colle-CPS,250 E 111th St,60628,ROSELAND,K-12 School,255116,1914,1,24,9582728,16204690,,,,101.1,184.6,105.7,190,2786,10.9,41.693878669999997,-87.616988079999999,"(41.693878669999997, -87.616988079999999)"
2015,176021,MetraMarket of Chicago,118 N. Canal Street,60661,NEAR WEST SIDE,Mixed Use Property,62792,2006,1,,9587659,7981279,,,,279.8,612.9,292.3,630.29999999999995,2350,37.4,41.883698000000003,-87.639810999999995,"(41.883698000000003, -87.639810999999995)"
2015,160436,The Bernardin,747 Wabash Ave,60611,NEAR NORTH SIDE,Multifamily Housing,290070,2005,1,28,9589303,10778394,,,,70.2,142.80000000000001,72.3,145.1,2499,8.6,41.896388889999997,-87.626464979999994,"(41.896388889999997, -87.626464979999994)"
2015,124911,Point at Clark,3131 N. clark Street,60657,LAKE VIEW,Strip Mall,95455,1995,1,,9606865,,,,,100.6,316,100.6,316,1930,20.2,41.939166059999998,-87.649628800000002,"(41.939166059999998, -87.649628800000002)"
2015,100533,Englewood Ac-CPS,6201 S Stewart Ave,60621,ENGLEWOOD,K-12 School,188800,1979,1,7,9625979,14013171,,,,125.2,238,130.6,243.7,2678,14.2,41.782055730000003,-87.634267309999998,"(41.782055730000003, -87.634267309999998)"
2015,260127,The Gage Commericial Condominium Building,18-28 S. Michigan Avenue,60603-3233,LOOP,College/University,209399,1899,1,,9658915,9813916,,,,93,194,93.8,193.9,2462,11.8,41.881504890000002,-87.624509700000004,"(41.881504890000002, -87.624509700000004)"
2015,242633,530 North Lake Shore Drive,530 North Lake Shore Drive,60611,NEAR NORTH SIDE,Multifamily Housing,514175,2003,1,84,9660972,21021099,,,,59.7,101.9,61.9,103.8,3058,5.9,41.892119440000002,-87.614949730000006,"(41.892119440000002, -87.614949730000006)"
2015,159287,Medical District Apartments,901-903 S Ashland Ave,60607,NEAR WEST SIDE,Multifamily Housing,343718,1971,1,38,9666626,23279747,,,,95.9,159.4,99.9,163.6,3179,9.199999999999999,41.86976757,-87.666013750000005,"(41.86976757, -87.666013750000005)"
2015,118332,840 North Michigan Ave,840 North Michigan Ave,60611,NEAR NORTH SIDE,Retail Store,87135,1992,1,19,9723774,,,,,111.6,350.4,113,354.9,1954,22.4,41.89814046,-87.624117749999996,"(41.89814046, -87.624117749999996)"
2015,239488,1111 S. Wabash Condominium Association,1111 S. Wabash,60605,LOOP,Multifamily Housing,402312,2005,1,40,9725797,27288394,,,,92,147.1,91.7,146.1,3404,8.5,41.868763080000001,-87.625369000000006,"(41.868763080000001, -87.625369000000006)"
2015,174126,Pete's 118th,3454 3620 E. 118th Street,60617,HEGEWISCH,Supermarket/Grocery Store,54000,1980,1,50,9731768,5330200,,,,278.89999999999998,669.5,290.89999999999998,679.1,2238,41.5,41.680950000000003,-87.535551999999996,"(41.680950000000003, -87.535551999999996)"
2015,160219,dana hotel and spa,660 N State St.,60654,NEAR NORTH SIDE,Hotel,165000,2008,1,36,9732300,10527633,,,,122.8,252.2,124.7,255.1,2515,15.2,41.894246000000003,-87.628161000000006,"(41.894246000000003, -87.628161000000006)"
2015,250133,70800789 -- 47th ~ Damen,4620 South Damen Avenue,60609,NEW CITY,Supermarket/Grocery Store,76290,2003,1,71,9744109,2983496,,,,166.8,442.1,168.4,443.7,2116,27.7,41.809881109999999,-87.674511190000004,"(41.809881109999999, -87.674511190000004)"
2015,251751,Juarez Com A-CPS,2150 S Laflin St,60608,LOWER WEST SIDE,K-12 School,256400,1977,1,77,9746262,5890093,,,,61,143.5,61.9,143.4,2271,8.9,41.852878789999998,-87.664540810000005,"(41.852878789999998, -87.664540810000005)"
2015,251220,The John Marshall Law School,304 South State Street ,60604,LOOP,College/University,219500,1915,3,,9762234,8572024,,,,83.5,180.7,86.3,182.5,2417,11,41.877954090000003,-87.628051929999998,"(41.877954090000003, -87.628051929999998)"
2015,129398,Webster Place Shopping Center,1435 - 71 West Webster Avenue,60614,LINCOLN PARK,Strip Mall,134385,1987,1,,9790966,8140270,,,,133.4,292.39999999999998,137.6,296.7,2400,17.899999999999999,41.92103402,-87.664806510000005,"(41.92103402, -87.664806510000005)"
2015,102284,Commonwealth Plaza Condominium Association,330 West Diversey Parkway,60657,LAKE VIEW,Multifamily Housing,502673,1957,2,37,9814915,45869089,,,,110.8,157.1,117.4,164.1,4408,8.800000000000001,41.932938,-87.638752999999994,"(41.932938, -87.638752999999994)"
2015,158394,180 North Michigan,180 N Michigan,60601,LOOP,Office,231521,1927,1,66,9823209,13370290,,3658428,,116,209.7,118.5,212.4,2877,12.4,41.885523720000002,-87.62497458,"(41.885523720000002, -87.62497458)"
2015,119238,03349-Narragansett & Diversey,2520 N. Narragansett Ave,60639,BELMONT CRAGIN,Supermarket/Grocery Store,64285,2004,1,77,9830207,4700600,,,,226,556.9,229.4,557.9,2225,34.6,41.925914730000002,-87.78557198,"(41.925914730000002, -87.78557198)"
2015,158407,CCC District Office,226 West Jackson Blvd.,60606,LOOP,Office,226546,1904,1,83,9853685,8407012,,,,80.599999999999994,175.5,83.5,177.3,2426,10.7,41.878430510000001,-87.634883310000006,"(41.878430510000001, -87.634883310000006)"
2015,102408,Mundelein Center,1020 W Sheridan Rd,60626,ROGERS PARK,College/University,206160,1930,1,,9865460,20500,,,,48,150.4,48,150.4,1983,9.6,41.998290279999999,-87.656762880000002,"(41.998290279999999, -87.656762880000002)"
2015,101889,333 North Michigan,333 North Michigan Ave,60601,LOOP,Office,362756,1928,1,84,9889662,21370197,,,,86.2,147.5,89.1,150.1,3122,8.6,41.88764029,-87.624523350000004,"(41.88764029, -87.624523350000004)"
2015,134776,University Club of Chicago,76 East Monroe Street,60603,LOOP,Hotel,144036,1907,1,,9906479,24285377,,,,237.4,393,240.5,394.9,3280,22.8,41.880837999999997,-87.624993000000003,"(41.880837999999997, -87.624993000000003)"
2015,160355,1133 N. Dearborn Apartments,1133 N. Dearborn,60610,NEAR NORTH SIDE,Multifamily Housing,387600,1992,1,53,9910192,16642232,,,,68.5,125.4,71.3,127.7,2875,7.4,41.902836809999997,-87.629513630000005,"(41.902836809999997, -87.629513630000005)"
2015,135812,6420 W Fullerton at Bricktown Square,6420 W Fullerton,60707,BELMONT CRAGIN,Strip Mall,137310,1987,1,,9913252,3727458,,,,99.3,255.2,99.8,255.6,2190,15.9,41.923708480000002,-87.785931610000006,"(41.923708480000002, -87.785931610000006)"
2015,126126,Pete's Kedgie,4700 S. Kedgie,60632,BRIGHTON PARK,Supermarket/Grocery Store,54000,1990,1,57,9922942,4180200,,,,261.2,658.3,263.39999999999998,658.4,2216,41,41.807400219999998,-87.705330380000007,"(41.807400219999998, -87.705330380000007)"
2015,239994,Park 1500 Lofts,1500 W. Monroe Street,60607,NEAR WEST SIDE,Multifamily Housing,457995,2002,1,77,9934468,13282083,,,,50.7,98.6,51.8,99.7,2701,5.9,41.88047306,-87.664949460000003,"(41.88047306, -87.664949460000003)"
2015,244758,Americana Towers Condominium,1636 N. Wells,60614,LINCOLN PARK,Multifamily Housing,355628,1972,1,35,9943206,24803303,,,,97.7,161,101.7,164.8,3315,9.300000000000001,41.912273640000002,-87.635492110000001,"(41.912273640000002, -87.635492110000001)"
2015,236913,Lake Park Plaza Condominium Association,3930 N. Pine Grove Ave.,60613,LAKE VIEW,Multifamily Housing,491400,1969,1,60,9959857,30730099,,,,82.8,129.30000000000001,86.8,133.6,3633,7.4,41.954050950000003,-87.648534889999993,"(41.954050950000003, -87.648534889999993)"
2015,172343,T2613 - Chicago Division,1200 N Larrabee St,60610,NEAR NORTH SIDE,Retail Store,190487,2013,1,77,10015124,4300900,,,,75.2,188.8,76.900000000000006,190.6,2241,11.8,41.903765999999997,-87.643240000000006,"(41.903765999999997, -87.643240000000006)"
2015,133159,Lurie Children's Lincoln Park Outpatient Center - Deming,467 W. Deming Place,60614,LINCOLN PARK,Mixed Use Property,62925,1972,1,,10032297,10348933,,,,323.89999999999998,673.3,328.1,673.7,2565,40.799999999999997,41.928843759999999,-87.641651839999994,"(41.928843759999999, -87.641651839999994)"
2015,241377,Wells Street Tower Condominium Association,701 South Wells Street,60607,LOOP,Multifamily Housing,267196,2002,1,16,10095477,15484924,,,,95.7,179.5,99.6,183.5,2851,10.7,41.873206869999997,-87.633287490000001,"(41.873206869999997, -87.633287490000001)"
2015,160237,134 N. LaSalle LLC,134 N. LaSalle Street,60602,LOOP,Office,215572,1926,1,76,10097227,10519208,,,,95.6,198.3,97.8,199.4,2587,12,41.884124849999999,-87.632738739999994,"(41.884124849999999, -87.632738739999994)"
2015,172495,1090,1601 N Harlem Ave,60707,AUSTIN,Retail Store,295510,1952,1,73,10134602,5919600,,,,54.3,128.69999999999999,54.7,128.9,2351,8,41.908921319999997,-87.805742910000006,"(41.908921319999997, -87.805742910000006)"
