Portfolio Manager ID,Property Name,Postal Code,Primary Property Type - EPA Calculated,Property Floor Area (Buildings and Parking) (ftÂ²),Year Built,Number of Buildings,Philadelphia Building ID,Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kBtu),Natural Gas Use (kBtu),Fuel Oil #2 Use (kBtu),District Steam Use (kBtu),ENERGY STAR Score,Site EUI (kBtu/ftÂ²),Source EUI (kBtu/ftÂ²),Water Use (All Water Sources) (kgal),Total GHG Emissions (MtCO2e),Notes,Location 1
3347763,Overbrook School for the Blind,19151,K-12 School,310473,1900,1,774577000,8191246.4,"20,737,174.10",Not Available,Not Available,59,93.2,153,3781.3,2198,,"6333 Malvern Avenue
(34.139066, -117.583099)"
3330936,Cook-Wissahickon,19128,K-12 School,73100,1969,1,784378900,1951091.1,"3,230,503.60",Not Available,Not Available,64,70.9,130.2,754.5,432.8,,"531 RIGHTER ST.
(40.022693, -75.20749)"
3884204,Research Building,19123,Office,150000,1900,1,883008713,6653949.3,"4,968,365.90",Not Available,Not Available,77,77.5,174.1,1859.4,1154.6,,"444 North 3rd Street
(37.344443, -121.89388)"
3876478,Philadelphia PA AH,19153,Hotel,64000,1980,1,883742800,4270039.5,"2,621,690.40",Not Available,Not Available,12,91.9,215.5,3768.5,710.9,,"4301 Island Ave
(30.330186, -97.776402)"
4115611,Discovery Charter School,19131,K-12 School,57434,1930,1,882966275,1938273.9,"1,447,342.70",Not Available,Not Available,46,58.9,132.4,856.8,336.3,,"4700 Parkside Ave
(42.290049, -89.131552)"
3885158,DUMed-219 North Broad St,19102,College/University,88962,1955,1,771004500,5237218.7,"3,462,174.90",Not Available,Not Available,Not Available,97.8,225.7,1725.6,885,,"219 North Broad Street
(41.219505, -73.063106)"
3281377,Riverside Correctional Facility,19136,Prison/Incarceration,220000,2004,1,786504751,13361084.9,"14,023,013.50",Not Available,Not Available,Not Available,124.5,257.6,3280.4,2533.4,,"8001 State Rd
(38.683614, -90.330029)"
3790320,Procacci Brothers Sales Corp.,19148,Refrigerated Warehouse,315000,1958,1,884149000,22184759.2,"6,886,245.30",Not Available,Not Available,48,92.3,244.1,3968.4,3335.5,,"3333 S. Front Street
(39.904546, -75.151806)"
3335315,Family Court,19103,Courthouse,250000,1939,1,782598000,8314600.4,"4,644,804.50",Not Available,"12,587,386.50",72,102.2,184.5,6016.2,2195.5,,"1801 Vine St
(34.485911, -91.543269)"
3983896,ENGINEERING,19122,College/University,160325,2000,1,777568800,9026418.7,132.1,Not Available,"12,914,208.70",Not Available,185.7,322.6,497.8,2478.8,,"1947 N. 12TH
(36.071275, -95.776138)"
3330800,Washington Martha,19104,K-12 School,71300,1930,1,783691500,1417795.9,"7,630,992.70",Not Available,Not Available,38,126.9,174.8,4771.1,595.1,,"766 N 44TH ST
(39.966327, -75.211034)"
3958749,Overbrook Plaza,19125,Retail Store,70000,2002,1,882540000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3571.4,Not Available,,"5610 Lancaster Ave
(39.980537, -75.234565)"
3512078,GLC 12170/2000 S BROAD ST/PHILADELPHIA/PA,19145,Office,91810,1905,1,773619000,11263530.6,Not Available,Not Available,Not Available,4,122.7,385.2,1300,1507.8,,"2000 S BROAD ST
(40.19786, -74.728044)"
3306120,Tuttleman Building,19146,Medical Office,74460,1989,1,772036205,8242835.8,Not Available,Not Available,"5,409,766.90",8,183.4,435,5775.6,1462.6,,"1844 South. St
(40.579366, -122.395109)"
3856018,"5,6,12,53,58,61-Quad Buildings",19104,College/University,404816,1898,5,774518010,47756296.8,"1,378,666.20",Not Available,"30,813,457.20",Not Available,132.8,313,15579.8,8512.1,,"3201 Chestnut Street
(41.069726, -85.096806)"
3579797,125 S. 9th St. (Sheridan Building),19107,Office,97456,1916,1,883010900,5404921.9,"220,763.10",Not Available,Not Available,77,57.8,176.8,1421.7,735.3,,"125 S. 9th St.
(36.627528, -119.681452)"
3137016,Connelly House,19107,Residence Hall/Dormitory,60000,2010,1,886717500,2576108.8,"1,327,772.90",Not Available,Not Available,60,65.1,158.1,4075.3,362,,"1212 Ludlow St
(38.743313, -88.089891)"
3774014,Metro Storage East LLC-IS,19142,Self-Storage Facility,109580,1927,1,884791940,764290.4,"845,425.20",Not Available,Not Available,Not Available,14.7,30,53.8,147.2,,"2240 Island Ave.
(39.915861, -75.245262)"
3330913,Roxborough HS,19128,K-12 School,240000,1924,1,784378200,3149157.6,"14,711,325.00",Not Available,Not Available,86,74.4,105.6,3402.5,1203,,"6498 RIDGE AVE
(38.676518, -90.293957)"
4479713,DeMedici Corporation II,19102,K-12 School,150000,1999,1,883065200,9441004,Not Available,Not Available,Not Available,14,62.9,197.6,5798,1263.8,,"1600 Vine Street
(32.420746, -87.006846)"
3681793,CCP Main Campus-East,19130,College/University,503960,1982,4,772534600,37150913.7,"8,716,124.80",Not Available,Not Available,Not Available,99.4,272.5,11707.5,5436.2,,"1600 Spring Garden St
(40.692037, -75.234555)"
3330939,Dobson,19143,K-12 School,52500,1930,1,784463600,643237.4,"5,401,817.60",Not Available,Not Available,12,115.1,146.5,379.5,373,,"4667 UMBRIA
(40.030991, -75.230476)"
3773319,Lesco Paper & Box Co,19120,Non-Refrigerated Warehouse,115000,1921,1,884185500,888017,Not Available,Not Available,Not Available,82,7.7,24.2,196.7,118.9,,"651 E. Wyoming Ave
(40.019849, -75.11072)"
3892830,3820 N. 2nd Ave,19140,Non-Refrigerated Warehouse,89550,1950,1,884038510,778754.9,-,Not Available,Not Available,74,8.7,27.3,9,104.2,,"3820 N. 2nd Ave
(33.491596, -112.076487)"
3963980,SHARE Community Food Resource Center,19129,Distribution Center,133550,1929,1,884129000,1794202.9,"1,667,655.80",Not Available,Not Available,82,25.9,55.3,610.2,328.8,,"2901 W Hunting Park Ave
(40.005597, -75.177544)"
3522077,2.0 University Place,19104,Office,107589,2013,1,883073700,4204102.6,"1,344,539.80",Not Available,Not Available,79,52.8,138.9,355.8,634.2,,"30 N 41st Street
(33.4493, -111.992711)"
3583474,Edison,19140,K-12 School,316000,1985,1,786309550,8116182.4,"14,879,737.10",Not Available,Not Available,73,72.8,130.1,5244.4,1876.8,,"151 W LUZERNE ST
(40.011103, -75.128879)"
3892949,Ciliveden Nursing,19119,Senior Care Community,58899,1984,1,881436651,4347532.9,"5,391,383.70",Not Available,Not Available,22,165.3,327.9,6533.3,868.3,,"6400 Greene Street
(26.03832, -80.221505)"
3783055,Bartram HS,19142,K-12 School,451273,1939,2,783130800,5289391.6,"35,632,752.80",Not Available,Not Available,87,90.7,119.7,5386.9,2600.7,,"2401 S 67TH ST
(43.001071, -87.995723)"
4566549,6610 Hasbrook Partnership,19111,Mixed Use Property,93166,1940,1,884121701,544242.3,"2,370,758.70",-,Not Available,75,31.3,45.1,219.6,198.8,,"6610 Hasbrook Ave.
(40.055378, -75.095277)"
3685736,ROOSEVELT BOULEVARD ASSOC.,19116,Other,207000,1970,1,884232400,1895948.1,"3,086,241.40",Not Available,Not Available,Not Available,24.1,44.4,1109.8,417.7,,"1771 TOMLINSON ROAD
(40.104594, -75.015637)"
3813146,MARJAM SUPPLY,19135,Distribution Center,106400,1945,1,884182000,641104.2,"578,405.90",Not Available,Not Available,88,11.5,24.6,385.8,116.5,,"6951 NEW STATE ROAD
(40.021338, -75.038692)"
3330927,Levering,19128,K-12 School,69475,1929,1,784378000,747159.8,"78,090.40","5,955,528.10",Not Available,54,97.6,121.5,284.1,546.1,,"6000 RIDGE AVE
(39.180995, -84.427304)"
3818671,Lamberton,19151,K-12 School,110193,1980,1,783600400,1109436,"375,924.10","5,806,902.00",Not Available,87,66.2,88.4,1557.2,599.4,,"7501 WOODBINE AVE
(41.148027, -85.158154)"
3526160,Two Liberty Place,19102,Office,1283937,1990,1,883031800,94837666,Not Available,Not Available,Not Available,55,73.9,231.9,21039.7,12695.5,,"50 South 16th Street
(39.828038, -84.880528)"
4128418,1801 Building,19122,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",168718,1900,1,777630000,191549.9,"1,488,530.90",Not Available,Not Available,Not Available,10,12.8,12832.6,104.7,,"1801 North 9th Street
(35.398709, -94.408577)"
3690846,Historic Landmark Building,19102,Museum,71000,1865,1,772724000,4759641.1,"3,782,348.40",Not Available,Not Available,Not Available,120.3,266.4,1392.1,838.1,,"118 N. Broad Street
(33.994657, -83.716728)"
3760835,Devon Self Storage Allegheny,19132,Self-Storage Facility,210000,1920,1,884067430,4991100.9,"1,421,474.40",Not Available,Not Available,Not Available,30.5,81.7,22.9,743.6,,"1831 West Allegheny Ave
(40.002522, -75.160121)"
3782623,Pier 82 South,19148,Refrigerated Warehouse,125000,1980,1,781053600,11542045.4,"1,758,466.20",Not Available,Not Available,21,106.4,304.7,1422.6,1638.5,,"2201 S. Columbus Blvd
(39.920191, -75.140623)"
3800035,08128-Airport,19153,Non-Refrigerated Warehouse,98825,2000,1,884161920,229508.2,Not Available,Not Available,Not Available,100,2.3,7.3,96,30.7,,"7000 Lindbergh
(38.772267, -90.363143)"
3107955,Hall Mercer at PAH,19106,Medical Office,70902,1980,1,771004000,4739223.6,87.3,Not Available,"3,781,898.70",48,120.2,274.1,2903.5,885.5,,"251 south 8th st
(32.976725, -115.531154)"
3690153,Flynn & OHara Uniforms,19154,Distribution Center,58000,1970,1,884282000,581741.2,"1,264,370.30",Not Available,Not Available,91,31.8,54.4,205.6,145,,"10905 Dutton Rd
(40.089125, -74.989705)"
1750694,Centre Square - 1500 Market Street,19102,Office,2260778,1974,1,883320000,108140337.4,Not Available,Not Available,"41,967,787.00",74,75.1,195.1,24455.3,17262.9,,"1500 MARKET ST
(37.775078, -122.419369)"
3640515,American Supply Co,19133,Non-Refrigerated Warehouse,130000,1930,1,884343790,127764.5,Not Available,Not Available,Not Available,100,1,3.1,54.4,17.1,,"2411 N. American Street
(39.987472, -75.137028)"
3876056,Globe Dye Works,19124,Other,129025,1900,1,884090500,772975,"1,780,212.60",Not Available,Not Available,Not Available,19.8,33.3,88.3,198,,"4520 Worth St
(40.008852, -75.080622)"
3330888,Hackett,19125,K-12 School,108550,1969,1,786594000,2623907.5,"2,299,814.40",Not Available,Not Available,57,45.4,98.1,708.9,473.4,,"2161 E YORK ST
(39.980848, -75.127083)"
3956656,MITTEN,19122,College/University,112771,2000,1,777512010,7054030.2,"483,438.70",Not Available,"15,157,400.40",Not Available,237.5,398.9,9639.3,2192,,"1913 N. BROAD
(29.983967, -90.071305)"
3551776,The Bellevue,19102,Office,533393,1904,1,883701000,58165285.2,"54,550,777.50",Not Available,"7,355,416.20",8,225.1,466.4,30955.2,11172.2,,"200 South Broad Street
(32.537892, -86.211853)"
3330951,Carnell,19111,K-12 School,74885,1931,1,786106800,1361173.4,"365,268.10","5,606,940.20",Not Available,54,97.9,137.8,1259.5,617.7,,"1100 DEVEREAUX AVE
(40.039531, -75.084418)"
3663826,1198-Philadelphia - Roosevelt BL,19154,Non-Refrigerated Warehouse,108232,2009,1,884269100,837291.2,"1,475,899.90",Not Available,Not Available,83,21.4,38.6,-,190.5,,"12005 Roosevelt Blvd
(27.882913, -82.664204)"
3122487,833 Chestnut,19107,Office,757706,1926,1,883313600,71047359.5,"24,727,769.60",Not Available,Not Available,Not Available,132.8,345.4,6710,10824.2,,"833 Chestnut Street
(39.1394, -121.620245)"
4092251,Pathmark Store 2723,19154,Supermarket/Grocery Store,56508,1999,1,882691015,8817201.7,"4,111,000.20",Not Available,Not Available,72,228.8,566.3,772,1398.7,,"85 FRANKLIN MILLS BLVD
(40.087764, -74.96583)"
3682894,Liberty Place,19109,Parking,434000,1986,1,883422300,3484426.5,Not Available,Not Available,Not Available,Not Available,8,25.2,Not Available,466.4,,"20 South 16th Street
(42.016257, -95.349687)"
4177138,Hadco,19154,Manufacturing/Industrial Plant,81000,1968,1,884291000,4064620.1,Not Available,Not Available,Not Available,Not Available,50,157.1,346.9,544.1,,"2811 Charter Road
(40.094797, -75.003577)"
3687923,Hotel Palomar Philadelphia,19103,Hotel,130294,1929,1,883050000,9537925.3,"11,505,056.30",Not Available,Not Available,29,134.3,268.3,7714.8,1887.9,,"117 South 17th Street
(34.736937, -112.007829)"
3281345,Detention Center,19136,Prison/Incarceration,108960,1963,1,786504751,12688317,"24,793,063.90","1,996,708.40",Not Available,Not Available,362.3,623.1,116063.2,3163.6,,"8201 State Rd
(43.11756, -84.10797)"
2344443,7198,19134,Retail Store,65264,1978,1,882125300,3075795.2,Not Available,Not Available,Not Available,73,47.1,148,281,411.7,,"3301 Aramingo Avenue
(39.990405, -75.102742)"
3819955,Hartranft Community,19133,K-12 School,12362,1968,1,785137405,470194.4,"2,044,414.40",Not Available,Not Available,6,203.4,293.1,98.4,171.5,,"2400 N 8TH ST
(32.521664, -92.149006)"
3823128,Le Meridien Philadelphia Hotel,19102,Hotel,163000,1906,1,883057105,11300284.7,"4,469,597.40",Not Available,Not Available,36,96.7,246.5,5626.3,1750.1,,"1419 arch St
(37.882027, -122.264969)"
3681796,Northwest Regional Center,19141,College/University,81018,1965,1,776554000,3927682.9,"234,662.20","1,794,966.20",Not Available,Not Available,73.5,177.6,3086,671.4,,"1300 W Godfrey Ave
(40.04721, -75.140685)"
3597401,1211 Chestnut St.,19107,Office,100366,1919,1,883311500,4449650.6,Not Available,Not Available,"2,488,330.70",77,69.1,168.9,1017.4,760.9,,"1211 Chestnut St.
(34.014156, -86.021388)"
3994744,Girard College,19121,K-12 School,950825,1848,30,772510000,12681827.4,"60,287,240.60",-,Not Available,Not Available,77.1,108.8,8292.8,4925.3,,"2035 South College Avenue
(33.406173, -111.934879)"
3681050,Crane Arts LLC,19122,Office,110000,1905,1,884588700,1392869.7,"1,007,753.70",Not Available,Not Available,100,21.8,43,454.6,196.4,,"1400 North American St
(39.973184, -75.140096)"
3884090,Chestnut Hill College/ Mount Saint Josephs Convent,19118,College/University,962359,1875,14,775518010,22942069.6,"45,632,841.70",-,Not Available,Not Available,71.3,124.6,15198.1,5494.9,,"9601/9701 Germantown Ave
(40.084417, -75.227911)"
3761815,Local 420,19154,Vocational School,83000,2000,1,884292608,2832939.6,"4,229,750.70",Not Available,Not Available,Not Available,85.1,160.7,986,603.9,,"14420 Townsend Rd.
(40.112906, -74.970527)"
2926182,801 Arch Street,19107,Office,170348,1975,1,883009600,3939003.9,"316,697.50",Not Available,Not Available,98,25,74.6,515.2,544.1,,"801 Arch Street
(39.767082, -94.95211)"
3389438,Philadelphia Nursing Home,19130,Senior Care Community,347543,1950,4,881444600,15408049.5,"21,633,211.30",Not Available,Not Available,1,106.6,204.6,12900.2,3211.7,,"2100 W Girard Ave
(39.655417, -105.011747)"
3596849,642 N. Broad St.,19130,Office,278741,1903,1,883524700,11076713.4,"4,385,755.80",Not Available,Not Available,88,55.5,141.3,1699.6,1715.7,,"642 N. Broad St.
(39.102681, -87.404893)"
1299442,PA0143ZZ - RN NIX FED BLDG & USPO,19107,Office,405240,1937,1,781051010,10984592.8,Not Available,Not Available,"6,988,751.70",92,45.4,108.4,2472,1934.5,,"900 MARKET STREET
(37.803952, -122.28243)"
3884838,Hawk's Landing Parking Facility and Retail,19131,Parking,168365,2008,1,774510100,2526145.2,"3,527,593.20",Not Available,Not Available,Not Available,323.3,621.4,1649.5,525.5,,"2461 N. 54th Street
(39.134051, -94.702421)"
1819058,MATSSC,19123,Office,574075,1975,1,781398200,27137683.2,"17,359,389.50",Not Available,Not Available,81,77.5,180.2,6742.2,4554.8,,"300 Spring Garden Street
(40.690298, -76.200938)"
3783006,Alt. Ed. Center (Hunting Park),19140,K-12 School,164000,2004,1,786160485,4058980,"2,441,921.30",Not Available,Not Available,81,39.6,93.3,202.6,673.1,,"120 W HUNTING PARK AV
(40.013916, -75.126558)"
3512082,GLC 14010/8318 GERMANTOWN AVE/PHILADELPHIA/PA,19118,Office,64512,1905,1,775619505,3842253.2,Not Available,Not Available,Not Available,46,60.4,187.9,46,518.4,,"8318 GERMANTOWN AVE
(40.074719, -75.204235)"
3979395,SPEAKMAN,19122,College/University,110605,2000,1,777509000,3025710.4,"3,231.60",Not Available,"10,151,924.90",Not Available,188.1,265.2,15,1480.8,,"1801 N. 13TH
(47.224038, -123.113086)"
3859685,5000 PASCHALL AVENUE ASSOCIATES,19143,Manufacturing/Industrial Plant,110000,1940,1,884100500,1501962.4,"3,045,876.30",Not Available,Not Available,Not Available,41.3,71.9,1575.6,362.8,,"5000 paschall avenue
(39.938946, -75.212655)"
3788596,HUH Main Buildings,19102,Hospital (General Medical & Surgical),1563117,1979,5,772025000,165856774.1,"317,317.30",Not Available,"223,271,770.90",Not Available,249.1,505.2,95255.1,37044.3,,"230 N Broad Street
(34.270364, -86.207541)"
3637470,Stevenson Lane Residence,19114,College/University,67430,2009,1,778503000,1610355.2,"1,122,613.70",Not Available,Not Available,Not Available,40.5,92.5,2042.6,275.2,,"9801 Frankford Avenue
(33.504629, -101.93964)"
3881814,Chestnut Hill,19118,K-12 School,220000,1900,1,775535510,12252.5,"13,075,980.00","481,620.00",Not Available,98,61.7,64.8,70,731.9,,"500 West Willow Grove Ave.
(40.064712, -75.206826)"
3916422,SoHo South,19129,Self-Storage Facility,172000,1962,1,884130500,3101724.3,Not Available,Not Available,Not Available,Not Available,18,56.6,932.9,415.2,,"3500 Scotts Lane
(40.008648, -75.18547)"
3773606,Ziff & Co.,19154,Non-Refrigerated Warehouse,58372,1987,1,884292570,1696954.8,"1,924,747.40",Not Available,Not Available,46,62,125.9,199.4,329.4,,"2800 Black Lake Pl.
(40.109672, -74.983143)"
3773617,Union League of Philadelphia,19102,Social/Meeting Hall,221044,1865,1,883701500,15992897,"20,271,176.10",Not Available,Not Available,Not Available,164.1,323.5,12720.6,3217.6,,"140 S Broad St.
(41.518302, -72.803355)"
4039333,4411WHITAKERLLC,19120,Non-Refrigerated Warehouse,56600,1900,1,884186505,288655.2,Not Available,Not Available,Not Available,97,5.1,16,Not Available,38.6,,"4411 WHITAKER AVENUE
(40.01697, -75.11658)"
2990373,400 Market,19106,Office,201897,1971,1,883012000,10352666.5,"4,381,469.30",Not Available,Not Available,63,79.1,199.2,2227.8,1618.6,,"400 Market St.
(37.800792, -122.283452)"
3330745,Pennell,19141,K-12 School,70498,1927,1,785356200,1186703.2,"67,035.50","5,773,782.20",Not Available,8,99.7,136.6,506.5,590.9,,"1800 NEDRO AVE
(40.04366, -75.150834)"
4069477,"Richard Hoffman, LLP",19134,Non-Refrigerated Warehouse,100000,1922,1,884845600,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,-,,"3515 Amber Street
(39.996304, -75.102144)"
3783056,Admin - Rivera Building,19133,K-12 School,60464,1980,1,785547740,1521683.8,"2,187,382.50",Not Available,Not Available,73,61.3,117,279,319.9,,"2603 N 5TH ST
(36.42244, -97.870497)"
3637517,TL Tan LLC,19134,Non-Refrigerated Warehouse,189000,1940,2,884043500,544570.2,"157,592.70",Not Available,Not Available,Not Available,3.7,9.9,469.1,81.3,,"3621 B Street
(34.113582, -117.769609)"
3851366,Honor Foods,19122,Refrigerated Warehouse,94500,1983,1,884080210,11442507.1,"258,775.80",Not Available,Not Available,11,123.8,383.1,1457.9,1545.5,,"1801 North 5th Street
(32.872145, -85.209625)"
3779718,Queen Lane Water Treatment Plant,19129,Drinking Water Treatment & Distribution,110000,1953,3,884461930,12980131.7,"7,979,408.70",Not Available,Not Available,Not Available,190.5,446.7,54035.5,2161.4,,"3110 W Queen Lane
(40.018481, -75.183277)"
3852983,Gesu School Inc,19121,K-12 School,62567,1923,1,772541000,1840358.1,"2,054,879.90",Not Available,Not Available,61,62.3,126.8,Not Available,355.5,,"1700 W. Thompson St
(39.973827, -75.163893)"
4123961,Bridesburg,19137,K-12 School,71275,1957,1,786457800,2812780.8,"3,140,723.00",Not Available,Not Available,5,83.5,170.2,611.7,543.4,,"2824 JENKS ST
(40.000301, -75.0665)"
3656490,Methodist Hospital,19148,Hospital (General Medical & Surgical),312144,1888,1,771010000,37853888.1,"53,973,001.90",Not Available,Not Available,18,294.2,562.3,1940.4,7934.1,,"2301 South Broad Street
(40.195586, -74.722781)"
3330786,Comegys,19143,K-12 School,70644,1911,1,783183400,1174883.3,"6,296,429.80",Not Available,Not Available,4,105.8,145.8,463.5,491.7,,"5001 GREENWAY AVE
(39.940839, -75.215411)"
3289919,HBG-Holmesburg Prison Complex,19136,Other - Public Services,716651,1896,3,786537201,4869207.2,"7,612,100.10","264,150.70",Not Available,Not Available,17.8,32.9,2816.6,1075.7,,"8201 Torresdale Ave
(40.037839, -75.020253)"
3330922,Fitler,19144,K-12 School,38000,1899,1,785435800,761392.6,"30,465.20","3,705,990.20",Not Available,9,118.4,162.3,696.1,378.6,,"140 WEST SEYMOUR ST
(40.026317, -75.166708)"
3641702,Foerderer Pavilion,19107,Hospital (General Medical & Surgical),233930,1954,1,771013000,17667428.1,307.8,Not Available,"34,027,804.60",45,322.4,513.6,14566.1,5875.3,,"117 South 11th Street
(41.610842, -87.06661)"
3330795,Longstreth,19143,K-12 School,85350,1970,1,783588600,1998956.4,"2,168,833.20",Not Available,Not Available,78,48.8,100.2,896.2,382.8,,"5700 WILLOWS AVE
(39.941069, -75.232567)"
3854031,"Brenntag Specialties, Inc.",19135,Distribution Center,100000,1950,1,884213400,762169.1,"1,418,239.80",Not Available,Not Available,73,21.8,38.8,96.5,177.4,,"5700 Tacony Street
(46.745694, -92.169552)"
3955737,DENTAL SCHOOL (ORIG),19140,College/University,203374,2000,1,777527000,15190288.8,348.9,Not Available,"17,368,090.80",Not Available,160.1,337.3,9221,3186.7,,"3223 N BROAD ST
(41.460055, -96.49745)"
3857641,US Treasury Building,19154,Distribution Center,123510,1994,1,884292513,10625196.6,"1,816,069.80",Not Available,Not Available,14,100.7,285.6,469.7,1518.8,,"13000 Townsend Rd
(40.104186, -74.982695)"
3330793,Huey,19143,K-12 School,88183,1963,1,783732400,976606.9,"1,752.60","4,585,463.70",Not Available,56,63.1,87.3,-,471.1,,"5200 PINE ST
(40.437534, -122.420588)"
3773538,Tacony Academy Charter School,19111,K-12 School,52500,1978,1,778506501,3877.7,"3,120,546.00",Not Available,Not Available,100,59.5,62.6,755.7,166.3,,"1330 Rhawn Street
(40.067554, -75.065377)"
3657730,Moore St Realty Inc,19148,Non-Refrigerated Warehouse,57542,1924,1,884004200,193477,Not Available,Not Available,Not Available,99,3.4,10.8,34.3,25.9,,"624 Moore street
(34.364617, -92.804009)"
3479871,United Way,19103,Office,75400,1970,1,772687010,4394656,Not Available,Not Available,"1,922,455.40",77,83.8,213.7,1176.4,715.9,,"1709 Benjamin Franklin Parkway
(39.956086, -75.167976)"
3641781,925 Chestnut Street,19107,Medical Office,262308,1931,1,883313700,19524023.6,Not Available,Not Available,"14,822,316.20",56,130.9,301.7,6129.5,3597.8,,"925 Chestnut Street
(33.116802, -117.06989)"
3330972,Swenson CTE,19114,K-12 School,171922,1976,1,786441600,9276770.8,"8,810,014.90",Not Available,Not Available,5,105.2,223.2,645.8,1709.8,,"2750 RED LION RD
(40.092749, -75.012892)"
3330871,Meade,19121,K-12 School,94000,1937,1,782405200,933652.5,"6,883,862.20",Not Available,Not Available,40,83.2,108.1,1213.2,490.6,,"1600 NORTH 18TH ST
(35.39188, -94.407406)"
3773988,Little Flower Catholic High School,19140,K-12 School,184000,1939,2,777247000,1600948.6,"1,057,376.00","2,449,638.30",Not Available,100,27.8,46.8,1257.5,452.3,,"1000 W. Lycoming Avenue
(40.013739, -75.143791)"
3330842,Taggart,19148,K-12 School,66000,1916,1,781490600,1005546.8,"114,429.70","5,442,996.10",Not Available,45,99.4,133,22378.2,544.6,,"400 W PORTER ST
(32.288378, -90.193204)"
3569995,Westinghouse Lighting,19154,Distribution Center,229755,1988,1,884292544,4772258.6,"3,731,444.20",Not Available,Not Available,54,37,82.3,1246.2,837,,"12401 McNulty Rd.
(40.109637, -74.98811)"
3959542,Riverside Mr. Storage,19128,Self-Storage Facility,18000,2000,2,884083010,140522.4,"29,519.00",Not Available,Not Available,Not Available,9.4,26.2,Not Available,20.4,,"5026 Ridge Ave
(38.661712, -90.262595)"
3337462,Leeds,19150,K-12 School,168259,1955,1,784269400,2329572.7,"604,097.00","8,230,181.70",Not Available,40,66.3,96.6,2633.5,954.7,,"1100 E MT. PLEASANT AVE
(40.070585, -75.176274)"
4059761,BJ's Wholesale Club 162,19145,Wholesale Club/Supercenter,117867,2004,1,882245000,12138534.6,"8,978,973.80",Not Available,Not Available,14,179.2,403.4,695.7,2101.8,,"2200 W. Oregon Ave.
(39.918432, -75.1844)"
3949158,Locker Room Self Storage,19140,Self-Storage Facility,95459,2007,1,884069000,738162,"100,044.90",Not Available,Not Available,Not Available,8.8,25.4,32.3,104.1,,"2001 W Erie Ave
(41.461117, -82.197319)"
3965369,13451 Damar Drive,19116,Non-Refrigerated Warehouse,66600,1996,1,884244700,857509.6,"204,751.60",Not Available,Not Available,91,15.9,43.7,162.1,125.7,,"13451 Damar Drive
(40.121837, -74.998688)"
3957996,KLEIN,19122,College/University,186123,2000,1,777507000,9292360.2,467,Not Available,"6,580,062.70",Not Available,154.2,268.2,1385.6,2356.6,,"1719 N. BROAD
(31.217012, -85.303039)"
3365000,178-3020 MARKET,19104,Office,254750,1959,1,883071700,22575098.8,Not Available,Not Available,"7,875,697.30",26,147.1,388.2,3647.1,3545,,"3020 MARKET STREET
(37.761106, -122.441568)"
3898953,1080 N Delaware Ave,19125,Office,137500,1960,3,883365000,4921919.2,"1,684,784.10",Not Available,Not Available,Not Available,48,125.3,938.7,748.4,,"1080 N Delaware Ave
(38.528371, -89.970185)"
3330956,Feltonville Intermediate,19120,K-12 School,84000,1936,1,785531600,1750258.4,"3,752,080.80",Not Available,Not Available,71,65.5,112.3,2147.8,433.6,,"4901 RISING SUN AVE
(40.024577, -75.123187)"
1585726,Hamilton Village,19104,Other,82452,1974,1,882937900,10280072.8,Not Available,Not Available,Not Available,Not Available,126.9,393.8,6352.9,1385.7,,"220 S. 40th Street
(44.044216, -122.969603)"
3330862,Pratt,19132,K-12 School,59000,1952,1,785727200,607650.2,"124,534.30","4,390,884.00",Not Available,56,86.8,109.7,1412.1,413.8,,"2200 N 22ND ST
(40.43885, -86.872027)"
3687917,Westin Philadelphia Hotel,19103,Hotel,240000,1990,1,883704000,11667873.1,"1,584,633.90",Not Available,"7,831,179.20",50,87.8,198.8,18935.3,2166.1,,"99 South 17th Street
(39.101722, -94.648242)"
2933141,LT02184 - Five Crescent Drive,19112,Office,215051,2011,1,788010012,10302755.8,"6,896,675.70",Not Available,Not Available,89,80,184.1,3484.2,1745.5,,"5 Crescent Drive
(37.889642, -122.204281)"
3237331,NE Reg Library/ Health Center #10,19149,Library,58009,1962,2,786082700,4122497.8,"5,302,127.20",Not Available,Not Available,Not Available,162.5,319.1,1335.3,833.5,,"2230 Cottman Ave
(40.048625, -75.06156)"
3330875,Penn Treaty,19125,K-12 School,144000,1928,1,781401800,2451493.7,"1,353,593.30","8,072,723.70",Not Available,43,82.5,119.9,1860.4,999.1,,"600 E THOMPSON ST
(41.364308, -89.455187)"
3237291,Central Library,19103,Library,200680,1922,1,782598210,20488647.1,"494,872.90",Not Available,"7,793,045.50",Not Available,143.4,369.9,5743.2,3286.5,,"1901 Vine St
(30.714662, -88.077084)"
3635179,7th Heaven Investments,19135,Non-Refrigerated Warehouse,60000,1989,1,884249500,406363.4,"389,044.20",Not Available,Not Available,94,13.3,28.1,-,75.1,,"4219 Van Kirk St.
(40.020847, -75.065817)"
3789312,Exhibit Hall && Train Shed Bldg,19107,Convention Center,1100000,1993,1,781005800,57307542.6,"63,074,129.10",Not Available,Not Available,Not Available,109.4,223.8,9064,11021.7,,"1101 Arch Street
(27.954139, -82.470669)"
