TCAD or WCAD Property ID(s),Floor Area (sqft),Building Type,Reported Portfolio Manager Energy Star Score,Reported Portfolio Manager Site kBTU/sqft,As of,Address
531865,53104,Hotel,56,50.6,03/13/2014 12:00:00 AM,"5100 W US 290 HWY
AUSTIN, TX 78735
(30.233261478000486, -97.87507700699967)"
268583,57141,Retail Store,,23.8,03/13/2014 12:00:00 AM,"12611 N MOPAC EXPY
AUSTIN, TX 78727
(30.42138973700048, -97.70307139999966)"
738527,294880,Senior Care Facility,,,03/13/2014 12:00:00 AM,"4100 JACKSON AVE
AUSTIN, TX 78731
(30.314343986000438, -97.75524227199969)"
121743,31038,Recreation,,279.7,03/13/2014 12:00:00 AM,"3808 W 35TH ST
AUSTIN, TX 78722
(30.31283623200045, -97.7745801269997)"
495667,90420,Office,85.4,64.9,03/13/2014 12:00:00 AM,"3600 N CAPITAL OF TX HWY
AUSTIN, TX 78746
(30.334987060000458, -97.80662669599968)"
779030,66568,Other,,23.4,03/13/2014 12:00:00 AM,"500 E ST JOHNS AVE
AUSTIN, TX 78752
(30.33400518400049, -97.7066577919997)"
369369,152938,Retail,,,03/13/2014 12:00:00 AM,"10401 N US 183 HWY
AUSTIN, TX 78747
(30.13616239200047, -97.75873617699966)"
586075,36121,Retail,,77.3,03/13/2014 12:00:00 AM,"3407 WELLS BRANCH PKWY
AUSTIN, TX 78728
(30.439903243000458, -97.69607627699969)"
239111,46404,K-12 School,68.4,57.5,03/13/2014 12:00:00 AM,"2608 RICHCREEK RD
AUSTIN, TX 78757
(30.352086380000458, -97.7375685129997)"
135733,86338,Office,79.9,64.2,03/13/2014 12:00:00 AM,"7200 N MOPAC EXPY
AUSTIN, TX 78731
(30.354626939000468, -97.74807659399966)"
479388,57796,Office,70,59.4,03/13/2014 12:00:00 AM,"3600 PARMER LA
AUSTIN, TX 78727
(30.426791119000484, -97.71623767799969)"
254006,55200,Non-Refrigerated Warehouse,,,03/13/2014 12:00:00 AM,"2600 LONGHORN BLVD
AUSTIN, TX 78758
(30.38032625800048, -97.72542831399966)"
244090,44589,Retail,,79,03/13/2014 12:00:00 AM,"3010 W ANDERSON LA
AUSTIN, TX 78766
(30.354472848000455, -97.73618994399965)"
319728,340119,K-12 School,53.8,47.7,03/13/2014 12:00:00 AM,"5601 MANCHACA ROAD
AUSTIN, TX 78745
(30.214595381000436, -97.7988368339997)"
783954,139968,Office,76.5,83.4,03/13/2014 12:00:00 AM,"6500 TRACOR LANE
AUSTIN, TX 78725
(30.277226915000483, -97.66063739099968)"
461059,66400,Other,,84.9,03/13/2014 12:00:00 AM,"12234 N IH 35
AUSTIN, TX 78753
(30.371744244000467, -97.6805695279997)"
505627,291168,Warehouse (Unrefrigerated),5.5,57.3,03/13/2014 12:00:00 AM,"810 W HOWARD LA
AUSTIN, TX 78753
(30.371744244000467, -97.6805695279997)"
"197037, 383325",34285,Bank/Financial Institution,86,65.2,03/13/2014 12:00:00 AM,"612 E 11TH ST
AUSTIN, TX 78701
(30.270967354000447, -97.73467263099968)"
316326,65662,Warehouse (Unrefrigerated),55,15.3,03/13/2014 12:00:00 AM,"300 INDUSTRIAL BLVD
AUSTIN, TX 78745
(30.218556046000458, -97.7617790279997)"
478585,86655,K-12 School,77.8,44.4,03/13/2014 12:00:00 AM,"12207 BRIGADOON LA
AUSTIN, TX 78727
(30.418993677000458, -97.7199362079997)"
225460,34016,Hotel,31,78.4,03/13/2014 12:00:00 AM,"909 E KOENIG LA
AUSTIN, TX 78751
(30.32088429500044, -97.70938311899965)"
R512185,47781,Office,72.2,44.9,03/13/2014 12:00:00 AM,"9825 SPECTRUM DR
AUSTIN, TX 78717
(30.480763004000437, -97.77375933099967)"
361706,55150,Office,,5,03/13/2014 12:00:00 AM,"1300 E ANDERSON LA
AUSTIN, TX 78752
(30.334396039000467, -97.6894885909997)"
R489796,39768,Hotel,48.3,61.2,03/13/2014 12:00:00 AM,"13689 RESEARCH BLVD
AUSTIN, TX 78750
(30.455890561000444, -97.79148327199965)"
249172,47908,Office,,40.2,03/13/2014 12:00:00 AM,"9800 N LAMAR BLVD
AUSTIN, TX 78753
(30.367815339000458, -97.69440744299965)"
704133,171952,Warehouse (Unrefrigerated),99,4.9,03/13/2014 12:00:00 AM,"9313 MCNEIL RD
AUSTIN, TX 78758
(30.37686422900049, -97.72466555399967)"
547957,61330,Warehouse (Unrefrigerated),,18.1,03/13/2014 12:00:00 AM,"2545 BROCKTON DR
AUSTIN, TX 78758
(30.39252449200046, -97.71956074999969)"
447208,58776,Movie Theater,,79.7,03/13/2014 12:00:00 AM,"901 LITTLE TEXAS LA
AUSTIN, TX 78745
(30.19858927000047, -97.76857043199965)"
759195,72000,Data Center,,,03/13/2014 12:00:00 AM,"7301 METROPOLIS DR
AUSTIN, TX 78744
(30.206643255000472, -97.6985066849997)"
767637,233091,Hotel,61.8,110.1,03/13/2014 12:00:00 AM,"11301 DOMAIN DR
AUSTIN, TX 78758
(30.399308790000475, -97.72544134299966)"
155454,107070,Office,46.8,127.2,03/13/2014 12:00:00 AM,"10431 MORADO CIR
AUSTIN, TX 78759
(30.400846154000476, -97.75143794799965)"
233805,65962,K-12 School,86.4,37.7,03/13/2014 12:00:00 AM,"6700 ARROYO SECO
AUSTIN, TX 78756
(30.339806423000482, -97.73080553399967)"
153585,60414,Office,73.1,54,03/13/2014 12:00:00 AM,"9020 N CAPITAL OF TX HWY
AUSTIN, TX 78759
(30.388247589000457, -97.75668014499968)"
251527,97200,Warehouse (Unrefrigerated),77.5,12.2,03/13/2014 12:00:00 AM,"1905 GRAYBECKER DR
AUSTIN, TX 78758
(30.376975563000485, -97.71430789299967)"
429916,70152,Hotel,28,75,03/13/2014 12:00:00 AM,"4143 GOVERNORS ROW
AUSTIN, TX 78744
(30.21348558900047, -97.75004389799966)"
194393,52238,Office,24,146.1,03/13/2014 12:00:00 AM,"900 CONGRESS AVE
AUSTIN, TX 78701
(30.27102183700049, -97.74174000299968)"
194434,197238,Office,,,03/13/2014 12:00:00 AM,"823 CONGRESS AVE
AUSTIN, TX 78701
(30.270659408000483, -97.74181106699967)"
R379578,44958,Hotel,71.3,57.4,03/13/2014 12:00:00 AM,"13703 RESEARCH BLVD
AUSTIN, TX 78750
(30.457280900000455, -97.79188079699969)"
235493,109315,Office,74,61,03/13/2014 12:00:00 AM,"8407 WALL ST
AUSTIN, TX 78754
(30.338152987000456, -97.67551729499968)"
312778,45559,Recreation,,66.7,03/13/2014 12:00:00 AM,"1701 W BEN WHITE BLVD
AUSTIN, TX 78704
(30.22819477100046, -97.78559039799967)"
446850,97510,Other,,200.9,03/13/2014 12:00:00 AM,"7101 S MOPAC EXPY
AUSTIN, TX 78749
(30.21639331500046, -97.84068439399965)"
496370,35005,Supermarket/Grocery,,,03/13/2014 12:00:00 AM,"8040 MESA DR
AUSTIN, TX 78759
(30.370935074000442, -97.7575483169997)"
230752,51975,Office,16.4,138.8,03/13/2014 12:00:00 AM,"2323 RIDGEPOINT DR
AUSTIN, TX 78754
(30.329755523000472, -97.67618885599967)"
R379649,58732,Office,70.9,74.5,03/13/2014 12:00:00 AM,"12501 RESEARCH BLVD
AUSTIN, TX 78759
(30.429412272000434, -97.75882037299965)"
156314,61161,Office,88.6,53.3,03/13/2014 12:00:00 AM,"11044 RESEARCH BLVD
AUSTIN, TX 78759
(30.405163326000434, -97.74588188399969)"
503131,12474,K-12 School,99,23.6,03/13/2014 12:00:00 AM,"11908 N LAMAR BLVD
AUSTIN, TX 78753
(30.39060219500044, -97.68244964499968)"
453779,74453,Warehouse (Unrefrigerated),97.3,3.6,03/13/2014 12:00:00 AM,"9814 WEST GATE BLVD
AUSTIN, TX 78745
(30.180703501000437, -97.8402888009997)"
255882,54000,Non-Refrigerated Warehouse,69.5,9.9,03/13/2014 12:00:00 AM,"3101 LONGHORN BLVD
AUSTIN, TX 78758
(30.382474777000482, -97.72997289399967)"
726208,97520,Office,1,254.5,03/13/2014 12:00:00 AM,"7171 SOUTHWEST PKWY
AUSTIN, TX 78735
(30.252304612000444, -97.86261965799969)"
464211,168024,Warehouse (Unrefrigerated),29,28.3,03/13/2014 12:00:00 AM,"6406 OLD BURLESON RD
AUSTIN, TX 78744
(30.205722969000476, -97.71481245199965)"
228871,14869,"Service (Vehicle Repair/Service, Postal Service)",,761.4,03/13/2014 12:00:00 AM,"907 W KOENIG LA
AUSTIN, TX 78756
(30.327121932000466, -97.72739097199968)"
547846,34650,Non-Refrigerated Warehouse,,,03/13/2014 12:00:00 AM,"2120 DENTON DR
AUSTIN, TX 78758
(30.386045772000443, -97.7144677879997)"
R056917,83042,Supermarket/Grocery Store,62,217.8,03/13/2014 12:00:00 AM,"13776 RESEARCH BLVD
AUSTIN, TX 78750
(30.461538853000434, -97.79479918199968)"
228188,16043,Office,25.3,72.4,03/13/2014 12:00:00 AM,"7104 BERKMAN DR
AUSTIN, TX 78752
(30.323992186000453, -97.68963190499966)"
242308,29742,Office,58.7,61.4,03/13/2014 12:00:00 AM,"2711 W ANDERSON LA
AUSTIN, TX 78729
(30.450901555000485, -97.76774771799967)"
199700,59728,Office,51.8,73,03/13/2014 12:00:00 AM,"1601 RIO GRANDE ST
AUSTIN, TX 78701
(30.280199827000445, -97.74565092299969)"
242164,33000,Warehouse (Unrefrigerated),,,03/13/2014 12:00:00 AM,"9601 DESSAU RD
AUSTIN, TX 78754
(30.35345764200048, -97.67422894299966)"
442038,111800,K-12 School,60.3,40,03/13/2014 12:00:00 AM,"8500 MANOR RD
AUSTIN, TX 78725
(30.28318303800046, -97.7279472349997)"
153179,1396404,Other,,229.4,03/13/2014 12:00:00 AM,"6801 RIVER PLACE BLVD
AUSTIN, TX 78730
(30.396043373000452, -97.84472915199967)"
194402,261609,Office,75.2,115.5,03/13/2014 12:00:00 AM,"515 CONGRESS AVE
AUSTIN, TX 78701
(30.267780108000466, -97.74289124899968)"
194403,109779,Office,83.2,56,03/13/2014 12:00:00 AM,"106 E 6TH ST
AUSTIN, TX 78701
(30.267947110000478, -97.7423428679997)"
291827,45000,Warehouse (Unrefrigerated),,19.4,03/13/2014 12:00:00 AM,"3901 TODD LA
AUSTIN, TX 78744
(30.213054464000436, -97.73644450799969)"
251470,30000,Warehouse (Unrefrigerated),,,03/13/2014 12:00:00 AM,"8740 SHOAL CREEK BLVD
AUSTIN, TX 78757
(30.374362755000448, -97.7362194699997)"
196862,28592,Office,78,49.2,03/13/2014 12:00:00 AM,"1010 LAVACA ST
AUSTIN, TX 78701
(30.27301164500045, -97.7436895409997)"
R405459,101223,Office,55.1,96,03/13/2014 12:00:00 AM,"9601 AMBERGLEN BLVD
AUSTIN, TX 78729
(30.472668749000434, -97.77537960299969)"
R442327,111866,Retail,35.6,82.9,03/13/2014 12:00:00 AM,"11301 LAKELINE BLVD
AUSTIN, TX 78750
(30.480042883000465, -97.8010789219997)"
249730,64999,K-12 School,37.1,60.5,03/13/2014 12:00:00 AM,"3025 CROSSCREEK DR
AUSTIN, TX 78757
(30.369604982000453, -97.73318264399967)"
220436,31296,Office,,,03/13/2014 12:00:00 AM,"4920 N IH 35
AUSTIN, TX 78723
(30.307581548000485, -97.68754760699966)"
239046,15524,Retail,,54.8,03/13/2014 12:00:00 AM,"7427 BURNET RD
AUSTIN, TX 78757
(30.350164084000482, -97.73450444499969)"
310847,49763,College/University (Campus-Level),,52.5,03/13/2014 12:00:00 AM,"300 WOODWARD ST
AUSTIN, TX 78704
(30.227975656000467, -97.7565984209997)"
233613,135322,K-12 School,35.1,66.8,03/13/2014 12:00:00 AM,"6300 BURNET RD
AUSTIN, TX 78757
(30.338305775000435, -97.73930248799968)"
494781,50009,K-12 School,87.4,32.5,03/13/2014 12:00:00 AM,"3230 TRAVIS COUNTRY CIR
AUSTIN, TX 78735
(30.25620888500049, -97.84433181499969)"
319249,12000,"Service (Vehicle Repair/Service, Postal Service)",,54.6,03/13/2014 12:00:00 AM,"4411 MEINARDUS DR
AUSTIN, TX 78744
(30.210352826000474, -97.75277633099967)"
728107,173301,Retail,73.7,42.5,03/13/2014 12:00:00 AM,"12625 N INTERSTATE HY 35
AUSTIN, TX 78753
(30.371744244000467, -97.6805695279997)"
134339,80889,Office,52.9,67.2,03/13/2014 12:00:00 AM,"6300 BRIDGE POINT PKWY
AUSTIN, TX 78730
(30.35417804800045, -97.80126487399968)"
312771,51994,K-12 School,67.4,60.2,03/13/2014 12:00:00 AM,"600 W ST ELMO RD
AUSTIN, TX 78745
(30.221435346000476, -97.77364799699967)"
112411,37052,Other,,33.8,03/13/2014 12:00:00 AM,"1103 W 24TH ST
AUSTIN, TX 78705
(30.28828342200046, -97.74971226299965)"
228974,68292,Office,26.2,119.8,03/13/2014 12:00:00 AM,"314 E HIGHLAND MALL BLVD
AUSTIN, TX 78752
(30.328578220000452, -97.71139069199967)"
235484,43200,Warehouse (Unrefrigerated),,,03/13/2014 12:00:00 AM,"8606 WALL ST
AUSTIN, TX 78754
(30.338714397000444, -97.67392663399966)"
311227,305530,Hospital (General Medical and Surgical),1,1572.7,03/13/2014 12:00:00 AM,"901 W BEN WHITE BLVD
AUSTIN, TX 78704
(30.22727330100048, -97.77426033599966)"
245672,30888,Bank/Financial Institution,61.6,90.8,03/13/2014 12:00:00 AM,"3305 STECK AVE
AUSTIN, TX 78757
(30.366685413000482, -97.73938302799968)"
799364,102668,Office,78.1,63.5,03/13/2014 12:00:00 AM,"7600 N CAPITAL OF TX HWY
AUSTIN, TX 78731
(30.374932456000465, -97.78203953799965)"
222816,63830,K-12 School,71.5,49.4,03/13/2014 12:00:00 AM,"3500 SUSQUEHANNA LANE
AUSTIN, TX 78723
(30.313790866000488, -97.66574117899967)"
508810,196717,Office,57.7,99.5,03/13/2014 12:00:00 AM,"2901 VIA FORTUNA
AUSTIN, TX 78746
(30.25111072800047, -97.80056133499966)"
460893,107805,Hotel,5.8,141.4,03/13/2014 12:00:00 AM,"9505 STONELAKE BLVD
AUSTIN, TX 78759
(30.385924962000445, -97.73904073399967)"
769480,94866,K-12 School,77.4,39.1,03/13/2014 12:00:00 AM,"8301 FURNESS DR
AUSTIN, TX 78753
(30.34305288900049, -97.6895762369997)"
142033,66027,Office,86,62.1,03/13/2014 12:00:00 AM,"7801 N CAPITAL OF TX HWY
AUSTIN, TX 78731
(30.377298907000466, -97.77878122799967)"
426014,38400,Warehouse (Unrefrigerated),31.5,53.5,03/13/2014 12:00:00 AM,"8115 ALTOGA DR
AUSTIN, TX 78724
(30.323352982000472, -97.65401638899965)"
R401724,10300,Financial Office,44,119.6,03/13/2014 12:00:00 AM,"13050 POND SPRINGS RD
AUSTIN, TX 78729
(30.44199964800049, -97.77401042599968)"
214579,70185,Hospital (General Medical and Surgical),32.1,323.6,03/13/2014 12:00:00 AM,"1111 W 34TH ST
AUSTIN, TX 78705
(30.30357533400047, -97.74660318799965)"
548317,85121,Hotel,32.6,68.5,03/13/2014 12:00:00 AM,"11901 N MOPAC EXPY
AUSTIN, TX 78759
(30.40740304400049, -97.71832659499967)"
124704,67773,K-12 School,49.6,56,03/13/2014 12:00:00 AM,"4900 FAIRVIEW DR
AUSTIN, TX 78731
(30.330585794000456, -97.75929176799968)"
502391,41550,Office,88.4,39,03/13/2014 12:00:00 AM,"1909 W BRAKER LA
AUSTIN, TX 78758
(30.391644476000465, -97.70690059599968)"
210749,54605,K-12 School,86.9,38.2,03/13/2014 12:00:00 AM,"3808 MAPLEWOOD AVE
AUSTIN, TX 78722
(30.292527161000464, -97.7143161839997)"
156314,61161,Office,82.4,58.1,03/13/2014 12:00:00 AM,"11044 RESEARCH BLVD
AUSTIN, TX 78759
(30.405163326000434, -97.74588188399969)"
R475069,30000,Retail,57.5,48,03/13/2014 12:00:00 AM,"9900 PARMER LN
AUSTIN, TX 78717
(30.48678335800048, -97.77075211499965)"
527930,95333,Retail,79.6,36.1,03/13/2014 12:00:00 AM,"13609 N IH 35
AUSTIN, TX 78753
(30.371744244000467, -97.6805695279997)"
133966,55702,Supermarket/Grocery Store,43,293,03/13/2014 12:00:00 AM,"7015 VILLAGE CENTER
AUSTIN, TX 78731
(30.352603968000437, -97.7561447919997)"
228233,39073,K-12 School,45.4,91.3,03/13/2014 12:00:00 AM,"1519 CORONADO HILLS DR
AUSTIN, TX 78752
(30.326695009000446, -97.68722163099966)"
310481,64597,Office,46.5,98,03/13/2014 12:00:00 AM,"3815 S CAPITAL OF TX HWY
AUSTIN, TX 78704
(30.241564387000437, -97.8005826539997)"
430773,149181,K-12 School,70.9,40.5,03/13/2014 12:00:00 AM,"10100 S MARY MOORE SEARIGHT DR
AUSTIN, TX 78748
(30.173837251000464, -97.8074783299997)"
508017,57100,Distribution Center,,,03/13/2014 12:00:00 AM,"3200 SPIRIT OF TEXAS DR
AUSTIN, TX 78719
(30.20784661500045, -97.67127118799965)"
109593,142000,Office,90.2,50.7,03/13/2014 12:00:00 AM,"900 S CAPITAL OF TX HWY
AUSTIN, TX 78746
(30.28800390200047, -97.82746638199967)"
192880,283863,Hotel,31.3,133.3,03/13/2014 12:00:00 AM,"300 E 4TH ST
AUSTIN, TX 78701
(30.265487091000466, -97.74089314999969)"
767636,139955,Retail,85.4,43.7,03/13/2014 12:00:00 AM,"3311 ESPERANZA CROSSING
AUSTIN, TX 78758
(30.400484909000454, -97.72675129999965)"
336283,67860,Warehouse (Unrefrigerated),96,4,03/13/2014 12:00:00 AM,"7200 S 1ST ST
AUSTIN, TX 78745
(30.191802604000486, -97.79044173999966)"
552234,96500,K-12 School,61.5,41.9,03/13/2014 12:00:00 AM,"5400 ROSS RD
AUSTIN, TX 78617
(30.174745922000454, -97.61983701799966)"
188565,29239,Warehouse (Unrefrigerated),74.5,12.5,03/13/2014 12:00:00 AM,"4701 E 5TH ST
AUSTIN, TX 78702
(30.253734195000447, -97.70287952599966)"
135731,49636,Office,83.6,48.4,03/13/2014 12:00:00 AM,"3508 FAR WEST BLVD
AUSTIN, TX 78731
(30.352975873000446, -97.75203844399965)"
136487,32268,Office,,,03/13/2014 12:00:00 AM,"5900 SHEPHERD MOUNTAIN CV
AUSTIN, TX 78730
(30.357396089000474, -97.79440714299966)"
111180,48664,Office,89,65.1,03/13/2014 12:00:00 AM,"1120 S CAPITAL OF TX HWY
AUSTIN, TX 78746
(30.283212965000473, -97.82397474299967)"
451770,30000,Other,,31.1,03/13/2014 12:00:00 AM,"2307 BUSINESS CENTER DR
AUSTIN, TX 78744
(30.21342518500046, -97.74051295399966)"
206875,69110,Hospital (General Medical and Surgical),100,21.9,03/13/2014 12:00:00 AM,"1005 E 32ND ST
AUSTIN, TX 78722
(30.289825523000445, -97.72461225599966)"
567171,24623,Residence Hall/Dormitory,25.5,89.7,03/13/2014 12:00:00 AM,"701 W 22 1/2 ST
AUSTIN, TX 78705
(30.286092081000447, -97.74493504899965)"
255816,62562,Office,,114.7,03/13/2014 12:00:00 AM,"9130 JOLLYVILLE RD
AUSTIN, TX 78759
(30.383024343000443, -97.74449612399968)"
194413,83198,Hotel,2,204,03/13/2014 12:00:00 AM,"604 BRAZOS ST
AUSTIN, TX 78701
(30.268021728000463, -97.74138941699965)"
774641,80109,Hotel,86.7,60.9,03/13/2014 12:00:00 AM,"12330 N IH 35
AUSTIN, TX 78753
(30.371744244000467, -97.6805695279997)"
738527,142946,Senior Care Facility,,,03/13/2014 12:00:00 AM,"4200 JACKSON AVE
AUSTIN, TX 78731
(30.31547391200047, -97.75510251199967)"
203798,65536,Residence Hall/Dormitory,72.5,46.8,03/13/2014 12:00:00 AM,"1905 NUECES ST
AUSTIN, TX 78705
(30.283028196000487, -97.74407921199969)"
238283,74203,Hotel,27.2,66,03/13/2014 12:00:00 AM,"8221 N IH 35
AUSTIN, TX 78753
(30.371744244000467, -97.6805695279997)"
319249,43500,"Service (Vehicle Repair/Service, Postal Service)",,0.5,03/13/2014 12:00:00 AM,"4411 MEINARDUS DR
AUSTIN, TX 78744
(30.210352826000474, -97.75277633099967)"
282821,245319,"Service (Vehicle Repair/Service, Postal Service)",,0.7,03/13/2014 12:00:00 AM,"911 LINGER LA
AUSTIN, TX 78721
(30.25175116000048, -97.67957097499965)"
250025,41917,Warehouse (Unrefrigerated),58.5,11.7,03/13/2014 12:00:00 AM,"8950 RESEARCH BLVD
AUSTIN, TX 78758
(30.370775179000475, -97.72220316799968)"
R413937,46480,Hotel,68.5,50.7,03/13/2014 12:00:00 AM,"13858 RESEARCH BLVD
AUSTIN, TX 78750
(30.466149759000473, -97.79663975499966)"
135730,72900,Office,74,54.2,03/13/2014 12:00:00 AM,"3410 FAR WEST BLVD
AUSTIN, TX 78731
(30.352017684000486, -97.74973476699967)"
191208,53516,Supermarket/Grocery Store,69.5,240.1,03/13/2014 12:00:00 AM,"2701 E 7TH ST
AUSTIN, TX 78702
(30.260563501000433, -97.71155532599965)"
501517,59594,Office,89,53.2,03/13/2014 12:00:00 AM,"9111 JOLLYVILLE RD
AUSTIN, TX 78759
(30.38155212200047, -97.74333184999966)"
508992,29150,Other - Mall,,183.6,03/13/2014 12:00:00 AM,"4211 S LAMAR BLVD
AUSTIN, TX 78704
(30.235085666000487, -97.79415604799965)"
105301,57568,Retail,,,03/13/2014 12:00:00 AM,"601 N LAMAR BLVD
AUSTIN, TX 78703
(30.27192672600046, -97.75379255499968)"
R359087,138445,Other,,322.1,03/13/2014 12:00:00 AM,"10000 SPECTRUM DR
AUSTIN, TX 78717
(30.48083762200048, -97.7778798919997)"
522984,80002,Office,,,03/13/2014 12:00:00 AM,"6500 RIVER PLACE BLVD
AUSTIN, TX 78730
(30.391518928000437, -97.84769491299966)"
287383,46267,College/University (Campus-Level),,124.8,03/13/2014 12:00:00 AM,"3001 S CONGRESS AVE
AUSTIN, TX 78704
(30.232324808000442, -97.75854559099969)"
527977,94324,Office,76.9,77.3,03/13/2014 12:00:00 AM,"12357 RIATA TRACE PKWY 2
AUSTIN, TX 78727
(30.42818164400046, -97.74270398299967)"
307935,63218,College/University (Campus-Level),,79,03/13/2014 12:00:00 AM,"3001 S CONGRESS AVE
AUSTIN, TX 78704
(30.232324808000442, -97.75854559099969)"
251442,46411,Office,40.6,90.5,03/13/2014 12:00:00 AM,"8627 N MOPAC EXPY
AUSTIN, TX 78759
(30.374037042000452, -97.73982244399969)"
310508,18000,Warehouse (Unrefrigerated),17,35.6,03/13/2014 12:00:00 AM,"5446 W US 290 HWY
AUSTIN, TX 78735
(30.233261478000486, -97.87507700699967)"
114318,49615,Office,78,45.4,03/13/2014 12:00:00 AM,"3601 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.291828359000476, -97.78323934499969)"
"196710, 199608, 199676, 199616, 196712, 199614",419804,College/University (Campus-Level),,42.1,03/13/2014 12:00:00 AM,"1216 RIO GRANDE
AUSTIN, TX 78701
(30.276921381000477, -97.74693956099969)"
799822,304183,Hotel,45.3,105.6,03/13/2014 12:00:00 AM,"208 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.259096017000445, -97.74688152499965)"
728063,14235,Recreation,,89.3,03/13/2014 12:00:00 AM,"235 W CANYON RIDGE DR
AUSTIN, TX 78753
(30.401899093000452, -97.6696307799997)"
526396,50170,Office,,48.4,03/13/2014 12:00:00 AM,"9300 UNITED DR
AUSTIN, TX 78758
(30.378086539000435, -97.73035545799968)"
509360,73407,Supermarket/Grocery Store,8,350.6,03/13/2014 12:00:00 AM,"4477 S LAMAR BLVD
AUSTIN, TX 78645
(30.23212451900048, -97.79956519999968)"
340446,89516,K-12 School,87.4,37.1,03/13/2014 12:00:00 AM,"5913 LA CROSSE AVE
AUSTIN, TX 78739
(30.192143713000462, -97.88133451399966)"
"262104, 262102",173878,Hospital (General Medical and Surgical),51.9,275,03/13/2014 12:00:00 AM,"11113 RESEARCH BLVD
AUSTIN, TX 78759
(30.406256536000456, -97.74484907799967)"
203732,11340,Multifamily Housing,,27.1,03/13/2014 12:00:00 AM,"1906 PEARL ST
AUSTIN, TX 78705
(30.283793325000488, -97.74668254399967)"
232830,50524,Office,47.5,71.1,03/13/2014 12:00:00 AM,"1609 CENTRE CREEK DR
AUSTIN, TX 78754
(30.335394496000447, -97.67979182999966)"
190007,111937,K-12 School,59.6,46.2,03/13/2014 12:00:00 AM,"4900 GONZALES ST
AUSTIN, TX 78702
(30.255635173000485, -97.69808503599967)"
305585,69878,Supermarket/Grocery Store,69.5,254.3,03/13/2014 12:00:00 AM,"2400 S CONGRESS AVE
AUSTIN, TX 78704
(30.238219614000457, -97.75408273499966)"
105453,33072,Other,,64.1,03/13/2014 12:00:00 AM,"1156 W CESAR CHAVEZ ST
AUSTIN, TX 78703
(30.26795540100045, -97.75831581499966)"
R074971,50996,SuperMarket/Grocery Store,63,226.4,03/13/2014 12:00:00 AM,"12860 RESEARCH BLVD
AUSTIN, TX 78759
(30.435055410000473, -97.77213848699967)"
254008,21000,Non-Refrigerated Warehouse,,,03/13/2014 12:00:00 AM,"3006 LONGHORN BLVD
AUSTIN, TX 78758
(30.381816245000437, -97.72847816899969)"
437617,207048,Office,73.4,70.4,03/13/2014 12:00:00 AM,"1601 S MOPAC EXPY
AUSTIN, TX 78746
(30.260285164000436, -97.79291833999969)"
R475069,30000,Retail,84.5,30.3,03/13/2014 12:00:00 AM,"9900 PARMER LN
AUSTIN, TX 78717
(30.48678335800048, -97.77075211499965)"
548009,83513,Warehouse (Unrefrigerated),91.5,10.8,03/13/2014 12:00:00 AM,"11604 STONEHOLLOW DR
AUSTIN, TX 78758
(30.39696484300049, -97.7105023849997)"
329657,95589,K-12 School,73.5,44.7,03/13/2014 12:00:00 AM,"5409 PONCIANA DRIVE
AUSTIN, TX 78744
(30.19802430700048, -97.75554548099967)"
548006,47175,Non-Refrigerated Warehouse,46.5,22.4,03/13/2014 12:00:00 AM,"2525 KRAMER LA
AUSTIN, TX 78758
(30.39425491400044, -97.71840239699969)"
190213,148800,Distribution Center,75,9.6,03/13/2014 12:00:00 AM,"845 INTERCHANGE BLVD
AUSTIN, TX 78721
(30.253850267000473, -97.68479832899965)"
114928,420786,Water Treatment,,,03/13/2014 12:00:00 AM,"1000 FOREST VIEW DR
AUSTIN, TX 78746
(30.28949981100044, -97.79386349899966)"
308705,16654,Recreation,,,03/13/2014 12:00:00 AM,"6219 OAKCLAIRE DR
AUSTIN, TX 78735
(30.236311531000467, -97.85396873099967)"
812916,213483,Office,,132.7,03/13/2014 12:00:00 AM,"11501 DOMAIN DR
AUSTIN, TX 78758
(30.40149876300046, -97.72457198599966)"
249847,55000,Other,,22.9,03/13/2014 12:00:00 AM,"8822 MCCANN DR
AUSTIN, TX 78757
(30.372646546000453, -97.72974667199969)"
104822,225263,Retail,94.2,30.1,03/13/2014 12:00:00 AM,"2901 S CAPITAL OF TX HWY
AUSTIN, TX 78746
(30.256282416000488, -97.81072379499966)"
291779,77958,Warehouse (Unrefrigerated),99,7.5,03/13/2014 12:00:00 AM,"2301 E BEN WHITE BLVD
AUSTIN, TX 78741
(30.215473028000474, -97.73956424199969)"
310480,74505,Office,51.1,79.2,03/13/2014 12:00:00 AM,"3755 S CAPITAL OF TX HWY
AUSTIN, TX 78704
(30.24261377400046, -97.8011026099997)"
116504,79636,Office,95,31.9,03/13/2014 12:00:00 AM,"3700 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.293943715000466, -97.78358874599968)"
460005,54717,College/University (Campus-Level),,87.8,03/13/2014 12:00:00 AM,"9101 TUSCANY WAY
AUSTIN, TX 78754
(30.33786754400046, -97.66198304799968)"
229001,119734,Hotel,72,61.9,03/13/2014 12:00:00 AM,"6711 N IH 35 HWY
AUSTIN, TX 78752
(30.332252490000485, -97.70383703299967)"
